step,call_number,seed_alpha,offspring_alpha,reward__validity,reward__quality,reward__diversity,reward__novelty,reward__tool_efficiency,hierarchical_reward,group_relative_advantage,operator,components
34,4,pair_product__ret_6_1__beta_60m,pair_mean__ret_12_1__beta_60m,1.0,0.9119047619047619,0.1922086629194194,0.75,0.25,0.6951083992505506,1.377198261472956,pair_mean,ret_12_1|beta_60m
35,1,pair_product__ret_6_1__be_me,pair_product__be_me__beta_60m,1.0,0.004761904761904762,0.3849600701819279,0.25,1.0,0.4161586807030523,-1.0181151429846356,pair_product,be_me|beta_60m
35,2,pair_product__ret_6_1__be_me,pair_product__ret_12_1__be_me,1.0,0.8357142857142856,0.30573487173210023,0.25,0.5,0.64114697434642,1.6118497082630545,pair_product,ret_12_1|be_me
35,3,pair_product__ret_6_1__be_me,pair_mean__ret_6_1__ocf_at,1.0,0.16666666666666669,0.23693342598272416,0.75,0.3333333333333333,0.4515533518632115,-0.6043747675842949,pair_mean,ret_6_1|ocf_at
35,4,pair_product__ret_6_1__be_me,pair_product__be_me__niq_su,1.0,0.6904761904761905,0.0,0.25,0.25,0.5041666666666667,0.010640202305876522,pair_product,be_me|niq_su
36,1,pair_difference__ret_1_0__niq_su,pair_product__ret_12_1__niq_su,1.0,0.6404761904761904,0.48525136958055204,0.75,1.0,0.733716940582777,1.3918226038409267,pair_product,ret_12_1|niq_su
36,2,pair_difference__ret_1_0__niq_su,pair_difference__ret_1_0__beta_60m,1.0,0.8714285714285714,0.2983783658317649,0.25,0.5,0.6521756731663529,0.2200162373524135,pair_difference,ret_1_0|beta_60m
36,3,pair_difference__ret_1_0__niq_su,pair_product__z_score__niq_su,1.0,0.5523809523809524,0.0,0.75,0.3333333333333333,0.5391666666666667,-1.4040040591508647,pair_product,z_score|niq_su
36,4,pair_difference__ret_1_0__niq_su,pair_product__ret_1_0__rvol_21d,1.0,0.6023809523809525,0.3703495860012409,0.75,0.25,0.6224032505335815,-0.20783478204247569,pair_product,ret_1_0|rvol_21d
37,1,pair_product__ret_1_0__turnover_126d,identity__ret_1_0,1.0,0.8119047619047619,0.15004771876810008,0.5,1.0,0.6891762104202867,1.4396582092128074,identity,ret_1_0
37,2,pair_product__ret_1_0__turnover_126d,pair_product__ret_1_0__ret_12_1,1.0,0.5166666666666666,0.27077909439161163,0.25,0.5,0.5224891522116556,-0.2210561934264385,pair_product,ret_1_0|ret_12_1
37,3,pair_product__ret_1_0__turnover_126d,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.0,0.25,0.3333333333333333,0.5591666666666666,0.14436435669334233,pair_product,ret_1_0|ret_6_1
37,4,pair_product__ret_1_0__turnover_126d,pair_product__rvol_21d__turnover_126d,1.0,0.06190476190476191,0.6185408382259139,0.25,0.25,0.40787483431184945,-1.3629663724797112,pair_product,rvol_21d|turnover_126d
38,1,identity__ret_1_0,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.0,0.75,1.0,0.7008333333333333,1.7011823272502995,pair_product,ret_1_0|ret_6_1
38,2,identity__ret_1_0,pair_product__ret_1_0__ret_3_1,1.0,0.7666666666666666,0.0,0.75,0.5,0.6308333333333334,-0.7047292409470095,pair_product,ret_1_0|ret_3_1
38,3,identity__ret_1_0,pair_product__ret_1_0__be_me,1.0,0.41428571428571426,0.695480943284899,0.75,0.3333333333333333,0.6299295219903132,-0.7357933861704417,pair_product,ret_1_0|be_me
38,4,identity__ret_1_0,pair_product__ret_1_0__ocf_at,1.0,0.43333333333333335,0.7729343524811045,0.75,0.25,0.6437535371628876,-0.26065970013284057,pair_product,ret_1_0|ocf_at
39,1,pair_product__ret_6_1__be_me,pair_difference__be_me__gp_at,1.0,0.14761904761904762,0.18663293027747452,0.75,1.0,0.5014932527221616,-0.01687426604425413,pair_difference,be_me|gp_at
39,2,pair_product__ret_6_1__be_me,pair_product__ret_6_1__ret_12_1,1.0,0.0761904761904762,0.442185822861617,0.25,0.5,0.4026038312389901,-1.6267777015739913,pair_product,ret_6_1|ret_12_1
39,3,pair_product__ret_6_1__be_me,pair_difference__ret_1_0__ret_6_1,1.0,0.4023809523809524,0.34260990168632044,0.75,0.3333333333333333,0.5551886470039308,0.8572778771256261,pair_difference,ret_1_0|ret_6_1
39,4,pair_product__ret_6_1__be_me,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.0,0.25,0.25,0.5508333333333333,0.7863740904926166,pair_product,ret_1_0|ret_6_1
40,1,pair_product__ret_1_0__ret_3_1,pair_difference__ret_3_1__ocf_at,1.0,0.6023809523809525,0.31809960489700706,0.75,1.0,0.6869532543127348,1.706972968204553,pair_difference,ret_3_1|ocf_at
40,2,pair_product__ret_1_0__ret_3_1,pair_mean__ret_1_0__turnover_126d,1.0,0.46904761904761905,0.3562789116658306,0.75,0.5,0.5979224489998328,-0.30802670636801566,pair_mean,ret_1_0|turnover_126d
40,3,pair_product__ret_1_0__ret_3_1,pair_product__ret_1_0__ocf_at,1.0,0.43333333333333335,0.7729343524811045,0.25,0.3333333333333333,0.5770868704962209,-0.7795902708753355,pair_product,ret_1_0|ocf_at
40,4,pair_product__ret_1_0__ret_3_1,identity__ret_1_0,1.0,0.8119047619047619,0.0,0.5,0.25,0.5841666666666666,-0.6193559909612018,identity,ret_1_0
41,1,pair_product__ret_1_0__ret_3_1,pair_product__ret_3_1__niq_su,1.0,0.030952380952380953,0.5792507571853707,0.25,1.0,0.4641834847704075,-0.5620836600915226,pair_product,ret_3_1|niq_su
41,2,pair_product__ret_1_0__ret_3_1,pair_mean__ret_3_1__gp_at,1.0,0.011904761904761904,0.2687742467588601,0.75,0.5,0.4204215160184387,-1.0365524413508143,pair_mean,ret_3_1|gp_at
41,3,pair_product__ret_1_0__ret_3_1,pair_product__ret_3_1__beta_60m,1.0,0.5214285714285715,0.3057598432946498,0.25,0.3333333333333333,0.5144853019922633,-0.016709615161063993,pair_product,ret_3_1|beta_60m
41,4,pair_product__ret_1_0__ret_3_1,pair_difference__ret_1_0__gp_at,1.0,0.6976190476190476,0.4167449553245599,0.75,0.25,0.6650156577315787,1.6153457166034006,pair_difference,ret_1_0|gp_at
42,1,pair_product__be_me__niq_su,pair_product__ret_1_0__be_me,1.0,0.41428571428571426,0.695480943284899,0.25,1.0,0.6215961886569797,0.8338426779181713,pair_product,ret_1_0|be_me
42,2,pair_product__be_me__niq_su,pair_difference__beta_60m__niq_su,1.0,0.1357142857142857,0.32413762476325436,0.75,0.5,0.47482752495265085,-1.4344941370645017,pair_difference,beta_60m|niq_su
42,3,pair_product__be_me__niq_su,pair_product__beta_60m__niq_su,1.0,0.46190476190476193,0.5366307777545876,0.25,0.3333333333333333,0.5398261555509175,-0.4299282918202566,pair_product,beta_60m|niq_su
42,4,pair_product__be_me__niq_su,pair_difference__ret_3_1__niq_su,1.0,0.5404761904761904,0.5382952065555924,0.75,0.25,0.6343257079777851,1.0305797509665808,pair_difference,ret_3_1|niq_su
43,1,pair_product__ret_6_1__beta_60m,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.0,0.25,1.0,0.6258333333333332,1.0732985936465642,pair_product,ret_1_0|ret_6_1
43,2,pair_product__ret_6_1__beta_60m,pair_product__ocf_at__beta_60m,1.0,0.30952380952380953,0.6450584233541539,0.25,0.5,0.5248450180041642,-0.44518520284058855,pair_product,ocf_at|beta_60m
43,3,pair_product__ret_6_1__beta_60m,pair_product__beta_60m__turnover_126d,1.0,0.21904761904761905,0.5620923697842803,0.25,0.3333333333333333,0.4599184739568561,-1.4214358193242402,pair_product,beta_60m|turnover_126d
43,4,pair_product__ret_6_1__beta_60m,pair_product__ret_12_1__beta_60m,1.0,0.8119047619047619,0.3027328296794982,0.25,0.25,0.6072132326025663,0.7933224285182653,pair_product,ret_12_1|beta_60m
44,1,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__rvol_21d,1.0,0.8928571428571428,0.3039435222567072,0.25,1.0,0.7107887044513413,1.1938599291246377,pair_product,ret_6_1|rvol_21d
44,2,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__gp_at,1.0,0.7738095238095238,0.0,0.25,0.5,0.5583333333333333,-0.08975931908553346,pair_product,ret_6_1|gp_at
44,3,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__ret_12_1,1.0,0.0761904761904762,0.442185822861617,0.25,0.3333333333333333,0.3859371645723234,-1.5412728926416344,pair_product,ret_6_1|ret_12_1
44,4,pair_product__ret_6_1__turnover_126d,pair_product__ret_12_1__turnover_126d,1.0,0.9023809523809523,0.2129181531095532,0.25,0.25,0.620916963955244,0.4371722826025292,pair_product,ret_12_1|turnover_126d
45,1,pair_product__ret_6_1__turnover_126d,pair_difference__z_score__turnover_126d,1.0,0.04523809523809524,0.15248209784868494,0.75,1.0,0.4588297529030703,-1.1704782713974193,pair_difference,z_score|turnover_126d
45,2,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__gp_at,1.0,0.7738095238095238,0.0,0.25,0.5,0.5583333333333333,1.5938485300376244,pair_product,ret_6_1|gp_at
45,3,pair_product__ret_6_1__turnover_126d,pair_product__z_score__turnover_126d,1.0,0.35714285714285715,0.48786294735652247,0.25,0.3333333333333333,0.49340592280463785,-0.20991149845740611,pair_product,z_score|turnover_126d
45,4,pair_product__ret_6_1__turnover_126d,pair_difference__turnover_126d__niq_su,1.0,0.2142857142857143,0.4038911850895748,0.75,0.25,0.49327823701791496,-0.21345876018280505,pair_difference,turnover_126d|niq_su
46,1,pair_product__z_score__niq_su,pair_product__ret_12_1__z_score,1.0,0.8785714285714286,0.3776040227342289,0.25,1.0,0.7205208045468458,1.3158393682621101,pair_product,ret_12_1|z_score
46,2,pair_product__z_score__niq_su,pair_difference__z_score__niq_su,1.0,0.10238095238095238,0.2692227545915429,0.5,0.5,0.4146778842516419,-0.827031146531309,pair_difference,z_score|niq_su
46,3,pair_product__z_score__niq_su,pair_product__ret_1_0__z_score,1.0,0.6238095238095238,0.6541286280888768,0.25,0.3333333333333333,0.619992392284442,0.6114929334053661,pair_product,ret_1_0|z_score
46,4,pair_product__z_score__niq_su,pair_product__z_score__beta_60m,1.0,0.026190476190476188,0.5200426774462177,0.25,0.25,0.3756752021559102,-1.1003011551361652,pair_product,z_score|beta_60m
47,1,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__rvol_21d,1.0,0.8928571428571428,0.0,0.25,1.0,0.6499999999999999,1.152067088087118,pair_product,ret_6_1|rvol_21d
47,2,pair_product__ret_6_1__turnover_126d,pair_product__beta_60m__turnover_126d,1.0,0.21904761904761905,0.5620923697842803,0.25,0.5,0.47658514062352275,-1.593098235792315,pair_product,beta_60m|turnover_126d
47,3,pair_product__ret_6_1__turnover_126d,pair_product__gp_at__turnover_126d,1.0,0.6142857142857143,0.5698628560265944,0.25,0.3333333333333333,0.5998059045386522,0.3574922124425437,pair_product,gp_at|turnover_126d
47,4,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__beta_60m,1.0,0.9142857142857144,0.0,0.25,0.25,0.5825,0.08353893526265331,pair_product,ret_6_1|beta_60m
48,1,pair_difference__ret_6_1__z_score,pair_product__gp_at__z_score,1.0,0.888095238095238,0.0,0.75,1.0,0.7233333333333333,1.0811389756933922,pair_product,gp_at|z_score
48,2,pair_difference__ret_6_1__z_score,pair_product__ret_3_1__ret_6_1,1.0,0.011904761904761904,0.47632879889412116,0.75,0.5,0.46193242644549093,-1.5974851854949585,pair_product,ret_3_1|ret_6_1
48,3,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__gp_at,1.0,0.7738095238095238,0.0,0.75,0.3333333333333333,0.6166666666666667,-0.011894380343697716,pair_product,ret_6_1|gp_at
48,4,pair_difference__ret_6_1__z_score,pair_product__ocf_at__z_score,1.0,0.8261904761904761,0.2135527842491629,0.75,0.25,0.6693772235164992,0.5282405901452675,pair_product,ocf_at|z_score
49,1,pair_product__z_score__niq_su,pair_product__ret_6_1__niq_su,1.0,0.3047619047619048,0.3467280834093527,0.25,1.0,0.5135122833485373,-0.5739478043827184,pair_product,ret_6_1|niq_su
49,2,pair_product__z_score__niq_su,pair_product__rvol_21d__niq_su,1.0,0.48571428571428577,0.4490804832252834,0.25,0.5,0.5473160966450568,-0.09668003070850892,pair_product,rvol_21d|niq_su
49,3,pair_product__z_score__niq_su,pair_difference__rvol_21d__niq_su,1.0,0.7238095238095238,0.3579363766542394,0.75,0.3333333333333333,0.6707539419975145,1.646108722789152,pair_difference,rvol_21d|niq_su
49,4,pair_product__z_score__niq_su,pair_product__z_score__turnover_126d,1.0,0.35714285714285715,0.48786294735652247,0.25,0.25,0.4850725894713045,-0.9754808876979215,pair_product,z_score|turnover_126d
50,1,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__rvol_21d,1.0,0.8928571428571428,0.0,0.75,1.0,0.725,1.433052259334146,pair_product,ret_6_1|rvol_21d
50,2,pair_difference__ret_6_1__z_score,pair_product__z_score__rvol_21d,1.0,0.2857142857142857,0.4200207623019977,0.75,0.5,0.5465041524603995,0.0749337225563558,pair_product,z_score|rvol_21d
50,3,pair_difference__ret_6_1__z_score,pair_difference__ret_12_1__z_score,1.0,0.6452380952380953,0.12104674839373575,0.25,0.3333333333333333,0.5208760163454138,-0.12006267204102823,pair_difference,ret_12_1|z_score
50,4,pair_difference__ret_6_1__z_score,pair_difference__z_score__beta_60m,1.0,0.1523809523809524,0.19204660016424324,0.25,0.25,0.354242653366182,-1.3879233098494728,pair_difference,z_score|beta_60m
51,1,pair_product__ret_6_1__gp_at,pair_product__ret_6_1__ocf_at,1.0,0.7357142857142858,0.3127728257430217,0.25,1.0,0.6575545651486043,0.8050073080352611,pair_product,ret_6_1|ocf_at
51,2,pair_product__ret_6_1__gp_at,pair_difference__ret_12_1__gp_at,1.0,0.8166666666666667,0.23492625039472614,0.75,0.5,0.6953185834122786,1.1745009219086295,pair_difference,ret_12_1|gp_at
51,3,pair_product__ret_6_1__gp_at,pair_product__ret_1_0__gp_at,1.0,0.16666666666666666,0.6831250953453301,0.25,0.3333333333333333,0.4657916857357327,-1.0712538150873665,pair_product,ret_1_0|gp_at
51,4,pair_product__ret_6_1__gp_at,pair_product__gp_at__niq_su,1.0,0.5023809523809524,0.2205883616846931,0.25,0.25,0.48245100567027194,-0.9082544148565225,pair_product,gp_at|niq_su
52,1,pair_product__ret_6_1__beta_60m,pair_mean__ret_6_1__ocf_at,1.0,0.16666666666666669,0.23693342598272416,0.75,1.0,0.5182200185298782,-0.5182399806729158,pair_mean,ret_6_1|ocf_at
52,2,pair_product__ret_6_1__beta_60m,pair_difference__ret_6_1__be_me,1.0,0.11904761904761904,0.13947429805250366,0.75,0.5,0.43206152627716743,-1.0898533594732533,pair_difference,ret_6_1|be_me
52,3,pair_product__ret_6_1__beta_60m,pair_difference__rvol_21d__beta_60m,1.0,0.9452380952380952,0.8002645252773616,0.75,0.3333333333333333,0.836719571722139,1.5948263113024754,pair_difference,rvol_21d|beta_60m
52,4,pair_product__ret_6_1__beta_60m,pair_product__ret_6_1__be_me,1.0,0.9595238095238096,0.0,0.25,0.25,0.5983333333333334,0.013267028843692057,pair_product,ret_6_1|be_me
53,1,pair_product__gp_at__ocf_at,pair_difference__gp_at__niq_su,1.0,0.3047619047619048,0.400038248311927,0.75,1.0,0.599174316329052,0.5035389705155864,pair_difference,gp_at|niq_su
53,2,pair_product__gp_at__ocf_at,pair_product__ret_12_1__ocf_at,1.0,0.45238095238095244,0.35714962458240096,0.25,0.5,0.5172632582498136,-0.8149876620453305,pair_product,ret_12_1|ocf_at
53,3,pair_product__gp_at__ocf_at,pair_difference__ocf_at__rvol_21d,1.0,0.7523809523809524,0.22456019061695032,0.75,0.3333333333333333,0.6540787047900567,1.3873378143819912,pair_difference,ocf_at|rvol_21d
53,4,pair_product__gp_at__ocf_at,pair_product__gp_at__rvol_21d,1.0,0.4285714285714286,0.4427761583409957,0.25,0.25,0.5010552316681991,-1.0758891228522525,pair_product,gp_at|rvol_21d
54,1,pair_product__ret_1_0__ret_3_1,pair_difference__ret_1_0__ret_6_1,1.0,0.4023809523809524,0.34260990168632044,0.75,1.0,0.6218553136705974,1.2827695138659045,pair_difference,ret_1_0|ret_6_1
54,2,pair_product__ret_1_0__ret_3_1,pair_product__ret_1_0__ocf_at,1.0,0.43333333333333335,0.7729343524811045,0.25,0.5,0.5937535371628876,0.5210345565024592,pair_product,ret_1_0|ocf_at
54,3,pair_product__ret_1_0__ret_3_1,pair_mean__ret_3_1__beta_60m,1.0,0.3214285714285714,0.326533064000309,0.75,0.3333333333333333,0.5236399461333952,-1.3794849091902441,pair_mean,ret_3_1|beta_60m
54,4,pair_product__ret_1_0__ret_3_1,pair_product__ret_3_1__turnover_126d,1.0,0.6666666666666666,0.3152220003159185,0.25,0.25,0.558877733396517,-0.42431916117811663,pair_product,ret_3_1|turnover_126d
55,1,pair_product__ret_6_1__z_score,pair_product__ret_6_1__rvol_21d,1.0,0.8928571428571428,0.0,0.25,1.0,0.6499999999999999,1.0626192180733152,pair_product,ret_6_1|rvol_21d
55,2,pair_product__ret_6_1__z_score,pair_product__ret_3_1__z_score,1.0,0.7595238095238095,0.33643967320592194,0.25,0.5,0.6206212679745177,0.5549193770902847,pair_product,ret_3_1|z_score
55,3,pair_product__ret_6_1__z_score,pair_difference__ret_6_1__gp_at,1.0,0.3738095238095238,0.09604919533270184,0.75,0.3333333333333333,0.495876505733207,-1.6008202204677815,pair_difference,ret_6_1|gp_at
55,4,pair_product__ret_6_1__z_score,pair_difference__ret_12_1__z_score,1.0,0.6452380952380953,0.12104674839373575,0.75,0.25,0.5875426830120805,-0.016718374695817592,pair_difference,ret_12_1|z_score
56,1,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__ret_12_1,1.0,0.0761904761904762,0.5152370273703526,0.25,1.0,0.46721407214073724,-1.6360239030997992,pair_product,ret_6_1|ret_12_1
56,2,pair_product__ret_6_1__turnover_126d,pair_product__ret_6_1__ocf_at,1.0,0.7357142857142858,0.3127728257430217,0.25,0.5,0.6075545651486044,0.6947057695961533,pair_product,ret_6_1|ocf_at
56,3,pair_product__ret_6_1__turnover_126d,pair_product__ret_3_1__turnover_126d,1.0,0.6666666666666666,0.3152220003159185,0.25,0.3333333333333333,0.5672110667298503,0.02469395155528857,pair_product,ret_3_1|turnover_126d
56,4,pair_product__ret_6_1__turnover_126d,pair_product__ret_12_1__turnover_126d,1.0,0.9023809523809523,0.2129181531095532,0.25,0.25,0.620916963955244,0.9166241819483602,pair_product,ret_12_1|turnover_126d
57,1,pair_product__gp_at__z_score,pair_difference__gp_at__turnover_126d,1.0,0.22142857142857142,0.13987742246328638,0.75,1.0,0.5179754844926573,0.3047390466416349,pair_difference,gp_at|turnover_126d
57,2,pair_product__gp_at__z_score,pair_product__z_score__beta_60m,1.0,0.026190476190476188,0.5200426774462177,0.25,0.5,0.40067520215591024,-1.2521703098966865,pair_product,z_score|beta_60m
57,3,pair_product__gp_at__z_score,pair_product__ret_3_1__z_score,1.0,0.7595238095238095,0.33643967320592194,0.25,0.3333333333333333,0.6039546013078511,1.4459271901806656,pair_product,ret_3_1|z_score
57,4,pair_product__gp_at__z_score,pair_product__ret_1_0__gp_at,1.0,0.16666666666666666,0.6831250953453301,0.25,0.25,0.45745835240239935,-0.49849592692561606,pair_product,ret_1_0|gp_at
58,1,pair_product__gp_at__ocf_at,pair_product__ocf_at__rvol_21d,1.0,0.6452380952380952,0.5607374837872757,0.25,1.0,0.6754808300907885,1.5932811842820214,pair_product,ocf_at|rvol_21d
58,2,pair_product__gp_at__ocf_at,pair_product__ret_12_1__gp_at,1.0,0.6690476190476191,0.19124204144434953,0.25,0.5,0.5599150749555366,0.10792602323657569,pair_product,ret_12_1|gp_at
58,3,pair_product__gp_at__ocf_at,pair_difference__ocf_at__turnover_126d,1.0,0.24761904761904763,0.2786266077394295,0.75,0.3333333333333333,0.4882253215478859,-0.8134952498170667,pair_difference,ocf_at|turnover_126d
58,4,pair_product__gp_at__ocf_at,pair_product__gp_at__niq_su,1.0,0.5023809523809524,0.2205883616846931,0.25,0.25,0.48245100567027194,-0.8877119577015312,pair_product,gp_at|niq_su
59,1,pair_difference__rvol_21d__beta_60m,pair_product__rvol_21d__turnover_126d,1.0,0.06190476190476191,0.568517501519703,0.75,1.0,0.5478701669706073,-0.5641223619040272,pair_product,rvol_21d|turnover_126d
59,2,pair_difference__rvol_21d__beta_60m,pair_product__gp_at__beta_60m,1.0,0.3761904761904762,0.6041793730078373,0.75,0.5,0.6150025412682342,0.4543798196028288,pair_product,gp_at|beta_60m
59,3,pair_difference__rvol_21d__beta_60m,pair_difference__ret_3_1__beta_60m,1.0,0.46904761904761905,0.3342938202575141,0.25,0.3333333333333333,0.5018587640515029,-1.2621866675032318,pair_difference,ret_3_1|beta_60m
59,4,pair_difference__rvol_21d__beta_60m,pair_product__ocf_at__rvol_21d,1.0,0.6452380952380952,0.5607374837872757,0.75,0.25,0.6754808300907884,1.3719292098044304,pair_product,ocf_at|rvol_21d
60,1,pair_difference__rvol_21d__beta_60m,pair_mean__ret_12_1__rvol_21d,1.0,0.6976190476190476,0.13619592262566094,0.75,1.0,0.6839058511917988,1.131747225445976,pair_mean,ret_12_1|rvol_21d
60,2,pair_difference__rvol_21d__beta_60m,identity__rvol_21d,1.0,0.44047619047619047,0.3767135156833209,0.5,0.5,0.5545093698033309,-0.35790949563849567,identity,rvol_21d
60,3,pair_difference__rvol_21d__beta_60m,pair_product__z_score__beta_60m,1.0,0.026190476190476188,0.5200426774462177,0.75,0.3333333333333333,0.45900853548924353,-1.4573478897788912,pair_product,z_score|beta_60m
60,4,pair_difference__rvol_21d__beta_60m,pair_difference__ret_12_1__rvol_21d,1.0,0.9333333333333333,0.2790191951643278,0.25,0.25,0.6449705056995323,0.6835101599714127,pair_difference,ret_12_1|rvol_21d
61,1,pair_difference__ret_6_1__z_score,pair_product__ocf_at__z_score,1.0,0.8261904761904761,0.2135527842491629,0.75,1.0,0.7443772235164993,1.1924689830638002,pair_product,ocf_at|z_score
61,2,pair_difference__ret_6_1__z_score,pair_product__ret_6_1__turnover_126d,1.0,0.8928571428571428,0.0,0.75,0.5,0.6749999999999999,0.10056162097411749,pair_product,ret_6_1|turnover_126d
61,3,pair_difference__ret_6_1__z_score,pair_product__z_score__turnover_126d,1.0,0.35714285714285715,0.48786294735652247,0.75,0.3333333333333333,0.5684059228046379,-1.5770906652562715,pair_product,z_score|turnover_126d
61,4,pair_difference__ret_6_1__z_score,pair_product__ret_1_0__z_score,1.0,0.6238095238095238,0.6541286280888768,0.75,0.25,0.6866590589511087,0.28406006121835203,pair_product,ret_1_0|z_score
62,1,pair_mean__ret_1_0__ret_6_1,pair_mean__ret_1_0__ocf_at,1.0,0.1357142857142857,0.42582695784784597,0.25,1.0,0.4701653915695692,-0.6667551955803207,pair_mean,ret_1_0|ocf_at
62,2,pair_mean__ret_1_0__ret_6_1,pair_product__ret_1_0__rvol_21d,1.0,0.6023809523809525,0.3703495860012409,0.75,0.5,0.6474032505335815,1.7145981400968107,pair_product,ret_1_0|rvol_21d
62,3,pair_mean__ret_1_0__ret_6_1,pair_product__ret_1_0__niq_su,1.0,0.02619047619047619,0.6968909346243716,0.75,0.3333333333333333,0.49437818692487434,-0.34143406316283204,pair_product,ret_1_0|niq_su
62,4,pair_mean__ret_1_0__ret_6_1,pair_product__ret_6_1__ret_12_1,1.0,0.0761904761904762,0.5152370273703526,0.75,0.25,0.4672140721407372,-0.7064088813536573,pair_product,ret_6_1|ret_12_1
63,1,pair_product__ret_12_1__niq_su,pair_product__ret_12_1__ocf_at,1.0,0.45238095238095244,0.35714962458240096,0.25,1.0,0.5672632582498136,1.426981835003769,pair_product,ret_12_1|ocf_at
63,2,pair_product__ret_12_1__niq_su,pair_product__ocf_at__niq_su,1.0,0.4,0.3785464164130229,0.25,0.5,0.5032092832826046,-1.341040973343487,pair_product,ocf_at|niq_su
63,3,pair_product__ret_12_1__niq_su,pair_product__beta_60m__niq_su,1.0,0.46190476190476193,0.5366307777545876,0.25,0.3333333333333333,0.5398261555509175,0.24131730591889053,pair_product,beta_60m|niq_su
63,4,pair_product__ret_12_1__niq_su,pair_mean__ret_3_1__niq_su,1.0,0.3595238095238095,0.3166779495061103,0.75,0.25,0.5266689232345554,-0.32725816757917287,pair_mean,ret_3_1|niq_su
64,1,pair_difference__ret_1_0__niq_su,pair_product__ret_1_0__z_score,1.0,0.6238095238095238,0.6541286280888768,0.75,1.0,0.7616590589511087,1.460309586554659,pair_product,ret_1_0|z_score
64,2,pair_difference__ret_1_0__niq_su,pair_product__ret_1_0__be_me,1.0,0.41428571428571426,0.695480943284899,0.75,0.5,0.6465961886569798,-0.09815676804780075,pair_product,ret_1_0|be_me
64,3,pair_difference__ret_1_0__niq_su,pair_product__turnover_126d__niq_su,1.0,0.5285714285714286,0.6153743724357261,0.75,0.3333333333333333,0.6539082078204785,0.0008807044347773951,pair_product,turnover_126d|niq_su
64,4,pair_difference__ret_1_0__niq_su,pair_product__ocf_at__niq_su,1.0,0.4,0.3785464164130229,0.75,0.25,0.5532092832826045,-1.3630335229416295,pair_product,ocf_at|niq_su
65,1,pair_difference__z_score__rvol_21d,pair_product__z_score__beta_60m,1.0,0.026190476190476188,0.5200426774462177,0.75,1.0,0.5256752021559102,-1.2152307657921457,pair_product,z_score|beta_60m
65,2,pair_difference__z_score__rvol_21d,pair_product__be_me__z_score,1.0,0.6738095238095239,0.19490579096855842,0.75,0.5,0.637314491527045,1.5648277893201756,pair_product,be_me|z_score
65,3,pair_difference__z_score__rvol_21d,pair_product__ret_1_0__z_score,1.0,0.6238095238095238,0.0,0.75,0.3333333333333333,0.5641666666666667,-0.2567104651461015,pair_product,ret_1_0|z_score
65,4,pair_difference__z_score__rvol_21d,pair_difference__ocf_at__rvol_21d,1.0,0.7523809523809524,0.22456019061695032,0.25,0.25,0.5707453714567234,-0.09288655838192567,pair_difference,ocf_at|rvol_21d
66,1,pair_difference__ret_1_0__niq_su,pair_product__ret_1_0__ret_6_1,1.0,0.8238095238095238,0.0,0.75,1.0,0.7008333333333333,1.3805034431034342,pair_product,ret_1_0|ret_6_1
66,2,pair_difference__ret_1_0__niq_su,pair_product__ret_3_1__niq_su,1.0,0.030952380952380953,0.5792507571853707,0.75,0.5,0.48918348477040746,-1.3843847666166886,pair_product,ret_3_1|niq_su
66,3,pair_difference__ret_1_0__niq_su,pair_product__rvol_21d__niq_su,1.0,0.48571428571428577,0.5114427830398356,0.75,0.3333333333333333,0.6181218899413005,0.30000234094661626,pair_product,rvol_21d|niq_su
66,4,pair_difference__ret_1_0__niq_su,pair_product__ret_1_0__ret_12_1,1.0,0.5166666666666666,0.27077909439161163,0.75,0.25,0.5724891522116556,-0.29612101743336394,pair_product,ret_1_0|ret_12_1
67,1,pair_product__gp_at__ocf_at,pair_product__ret_6_1__ocf_at,1.0,0.7357142857142858,0.3127728257430217,0.25,1.0,0.6575545651486043,1.4818014539519386,pair_product,ret_6_1|ocf_at
67,2,pair_product__gp_at__ocf_at,pair_product__ret_3_1__ocf_at,1.0,0.2404761904761905,0.6221547631267828,0.25,0.5,0.49609761929202323,-0.5399509892553579,pair_product,ret_3_1|ocf_at
67,3,pair_product__gp_at__ocf_at,pair_product__ocf_at__z_score,1.0,0.8261904761904761,0.0,0.25,0.3333333333333333,0.5599999999999999,0.2602300970255372,pair_product,ocf_at|z_score
67,4,pair_product__gp_at__ocf_at,pair_mean__ret_6_1__ocf_at,1.0,0.16666666666666669,0.23693342598272416,0.75,0.25,0.4432200185298782,-1.202080561722117,pair_mean,ret_6_1|ocf_at
