version,table_label,printed_numeric_unit,source_document_recovered,author_native_experiment_executed,published_result_regenerated,paper_result_credit,blocking_reason
v1,tab:claude_strategy_search,4,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,5,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,6,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,7,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,8,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,9,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,10,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,11,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,12,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,13,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,14,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,15,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,16,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,17,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,18,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,19,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_strategy_search,20,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,1,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,2,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,3,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,4,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,5,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,6,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,7,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,8,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,9,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,10,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,11,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
v1,tab:claude_feature_evolution,12,True,False,False,False,"trading adapter, Polygon data snapshot, experiment configs, seeds, model-call traces, candidate programs, backtests, and result arrays are absent"
