lineage_id,paper_table,mapping,v1_row_index,v1_metric,v1_value,v3_row_index,v3_metric,v3_value,same_numeric_display_value,AR_to_AER_semantic_relabel,current_v3_AR_header_conflicts_with_AER_definition,status,native_reproduction_credit
same_table_cell_ordinal/v1/csi300_lightgbm/row11/alpha50_AR->v3/csi300_lightgbm/row11/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,11,alpha50_AR,0.0551,11,alpha50_AR,0.0551,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row11/alpha50_IR->v3/csi300_lightgbm/row11/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,11,alpha50_IR,0.7341,11,alpha50_IR,0.7341,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row11/alpha100_IC->v3/csi300_lightgbm/row11/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,11,alpha100_IC,0.0339,11,alpha100_IC,0.0339,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row11/alpha100_RankIC->v3/csi300_lightgbm/row11/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,11,alpha100_RankIC,0.0315,11,alpha100_RankIC,0.0315,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row11/alpha100_AR->v3/csi300_lightgbm/row11/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,11,alpha100_AR,0.0164,11,alpha100_AR,0.0164,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row11/alpha100_IR->v3/csi300_lightgbm/row11/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,11,alpha100_IR,0.2176,11,alpha100_IR,0.2176,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha10_IC->v3/csi300_lightgbm/row12/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,12,alpha10_IC,0.0200,12,alpha10_IC,0.0200,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha10_RankIC->v3/csi300_lightgbm/row12/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,12,alpha10_RankIC,0.0186,12,alpha10_RankIC,0.0186,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha10_AR->v3/csi300_lightgbm/row12/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,12,alpha10_AR,0.0774,12,alpha10_AR,0.0774,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha10_IR->v3/csi300_lightgbm/row12/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,12,alpha10_IR,0.9554,12,alpha10_IR,0.9554,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha50_IC->v3/csi300_lightgbm/row12/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,12,alpha50_IC,0.0274,12,alpha50_IC,0.0274,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha50_RankIC->v3/csi300_lightgbm/row12/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,12,alpha50_RankIC,0.0250,12,alpha50_RankIC,0.0250,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha50_AR->v3/csi300_lightgbm/row12/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,12,alpha50_AR,0.0574,12,alpha50_AR,0.0574,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha50_IR->v3/csi300_lightgbm/row12/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,12,alpha50_IR,0.6105,12,alpha50_IR,0.6105,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha100_IC->v3/csi300_lightgbm/row12/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,12,alpha100_IC,0.0278,12,alpha100_IC,0.0278,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha100_RankIC->v3/csi300_lightgbm/row12/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,12,alpha100_RankIC,0.0247,12,alpha100_RankIC,0.0247,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha100_AR->v3/csi300_lightgbm/row12/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,12,alpha100_AR,0.0468,12,alpha100_AR,0.0468,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row12/alpha100_IR->v3/csi300_lightgbm/row12/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,12,alpha100_IR,0.5037,12,alpha100_IR,0.5037,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha10_IC->v3/csi300_lightgbm/row13/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,13,alpha10_IC,0.0232,13,alpha10_IC,0.0232,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha10_RankIC->v3/csi300_lightgbm/row13/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,13,alpha10_RankIC,0.0247,13,alpha10_RankIC,0.0247,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha10_AR->v3/csi300_lightgbm/row13/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,13,alpha10_AR,0.1064,13,alpha10_AR,0.1064,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha10_IR->v3/csi300_lightgbm/row13/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,13,alpha10_IR,1.3221,13,alpha10_IR,1.3221,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha50_IC->v3/csi300_lightgbm/row13/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,13,alpha50_IC,0.0291,13,alpha50_IC,0.0291,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha50_RankIC->v3/csi300_lightgbm/row13/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,13,alpha50_RankIC,0.0285,13,alpha50_RankIC,0.0285,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha50_AR->v3/csi300_lightgbm/row13/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,13,alpha50_AR,0.0632,13,alpha50_AR,0.0632,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha50_IR->v3/csi300_lightgbm/row13/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,13,alpha50_IR,0.7982,13,alpha50_IR,0.7982,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha100_IC->v3/csi300_lightgbm/row13/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,13,alpha100_IC,0.0348,13,alpha100_IC,0.0348,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha100_RankIC->v3/csi300_lightgbm/row13/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,13,alpha100_RankIC,0.0312,13,alpha100_RankIC,0.0312,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha100_AR->v3/csi300_lightgbm/row13/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,13,alpha100_AR,0.0587,13,alpha100_AR,0.0587,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row13/alpha100_IR->v3/csi300_lightgbm/row13/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,13,alpha100_IR,0.7037,13,alpha100_IR,0.7037,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha10_IC->v3/csi300_lightgbm/row14/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,14,alpha10_IC,0.0298,14,alpha10_IC,0.0298,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha10_RankIC->v3/csi300_lightgbm/row14/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,14,alpha10_RankIC,0.0307,14,alpha10_RankIC,0.0307,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha10_AR->v3/csi300_lightgbm/row14/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,14,alpha10_AR,0.1050,14,alpha10_AR,0.1050,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha10_IR->v3/csi300_lightgbm/row14/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,14,alpha10_IR,1.1609,14,alpha10_IR,1.1609,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha50_IC->v3/csi300_lightgbm/row14/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,14,alpha50_IC,0.0285,14,alpha50_IC,0.0285,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha50_RankIC->v3/csi300_lightgbm/row14/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,14,alpha50_RankIC,0.0298,14,alpha50_RankIC,0.0298,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha50_AR->v3/csi300_lightgbm/row14/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,14,alpha50_AR,0.0803,14,alpha50_AR,0.0803,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha50_IR->v3/csi300_lightgbm/row14/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,14,alpha50_IR,0.9502,14,alpha50_IR,0.9502,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha100_IC->v3/csi300_lightgbm/row14/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,14,alpha100_IC,0.0301,14,alpha100_IC,0.0301,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha100_RankIC->v3/csi300_lightgbm/row14/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,14,alpha100_RankIC,0.0297,14,alpha100_RankIC,0.0297,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha100_AR->v3/csi300_lightgbm/row14/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,14,alpha100_AR,0.0934,14,alpha100_AR,0.0934,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row14/alpha100_IR->v3/csi300_lightgbm/row14/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,14,alpha100_IR,1.1629,14,alpha100_IR,1.1629,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha10_IC->v3/csi300_lightgbm/row15/alpha10_IC,csi300_lightgbm,same_table_cell_ordinal,15,alpha10_IC,0.0334,15,alpha10_IC,0.0334,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha10_RankIC->v3/csi300_lightgbm/row15/alpha10_RankIC,csi300_lightgbm,same_table_cell_ordinal,15,alpha10_RankIC,0.0334,15,alpha10_RankIC,0.0334,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha10_AR->v3/csi300_lightgbm/row15/alpha10_AR,csi300_lightgbm,same_table_cell_ordinal,15,alpha10_AR,0.1129,15,alpha10_AR,0.1129,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha10_IR->v3/csi300_lightgbm/row15/alpha10_IR,csi300_lightgbm,same_table_cell_ordinal,15,alpha10_IR,1.3286,15,alpha10_IR,1.3286,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha50_IC->v3/csi300_lightgbm/row15/alpha50_IC,csi300_lightgbm,same_table_cell_ordinal,15,alpha50_IC,0.0352,15,alpha50_IC,0.0352,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha50_RankIC->v3/csi300_lightgbm/row15/alpha50_RankIC,csi300_lightgbm,same_table_cell_ordinal,15,alpha50_RankIC,0.0340,15,alpha50_RankIC,0.0340,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha50_AR->v3/csi300_lightgbm/row15/alpha50_AR,csi300_lightgbm,same_table_cell_ordinal,15,alpha50_AR,0.0886,15,alpha50_AR,0.0886,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha50_IR->v3/csi300_lightgbm/row15/alpha50_IR,csi300_lightgbm,same_table_cell_ordinal,15,alpha50_IR,1.1299,15,alpha50_IR,1.1299,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha100_IC->v3/csi300_lightgbm/row15/alpha100_IC,csi300_lightgbm,same_table_cell_ordinal,15,alpha100_IC,0.0417,15,alpha100_IC,0.0417,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha100_RankIC->v3/csi300_lightgbm/row15/alpha100_RankIC,csi300_lightgbm,same_table_cell_ordinal,15,alpha100_RankIC,0.0401,15,alpha100_RankIC,0.0401,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha100_AR->v3/csi300_lightgbm/row15/alpha100_AR,csi300_lightgbm,same_table_cell_ordinal,15,alpha100_AR,0.0826,15,alpha100_AR,0.0826,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_lightgbm/row15/alpha100_IR->v3/csi300_lightgbm/row15/alpha100_IR,csi300_lightgbm,same_table_cell_ordinal,15,alpha100_IR,1.0312,15,alpha100_IR,1.0312,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha10_IC->v3/csi300_mlp/row0/alpha10_IC,csi300_mlp,same_table_cell_ordinal,0,alpha10_IC,0.0124,0,alpha10_IC,0.0124,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha10_RankIC->v3/csi300_mlp/row0/alpha10_RankIC,csi300_mlp,same_table_cell_ordinal,0,alpha10_RankIC,0.0120,0,alpha10_RankIC,0.0120,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha10_AR->v3/csi300_mlp/row0/alpha10_AR,csi300_mlp,same_table_cell_ordinal,0,alpha10_AR,-0.0212,0,alpha10_AR,-0.0212,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha10_IR->v3/csi300_mlp/row0/alpha10_IR,csi300_mlp,same_table_cell_ordinal,0,alpha10_IR,-0.2240,0,alpha10_IR,-0.2240,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha50_IC->v3/csi300_mlp/row0/alpha50_IC,csi300_mlp,same_table_cell_ordinal,0,alpha50_IC,0.0257,0,alpha50_IC,0.0257,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha50_RankIC->v3/csi300_mlp/row0/alpha50_RankIC,csi300_mlp,same_table_cell_ordinal,0,alpha50_RankIC,0.0233,0,alpha50_RankIC,0.0233,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha50_AR->v3/csi300_mlp/row0/alpha50_AR,csi300_mlp,same_table_cell_ordinal,0,alpha50_AR,0.0769,0,alpha50_AR,0.0769,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha50_IR->v3/csi300_mlp/row0/alpha50_IR,csi300_mlp,same_table_cell_ordinal,0,alpha50_IR,0.8324,0,alpha50_IR,0.8324,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha100_IC->v3/csi300_mlp/row0/alpha100_IC,csi300_mlp,same_table_cell_ordinal,0,alpha100_IC,0.0277,0,alpha100_IC,0.0277,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha100_RankIC->v3/csi300_mlp/row0/alpha100_RankIC,csi300_mlp,same_table_cell_ordinal,0,alpha100_RankIC,0.0266,0,alpha100_RankIC,0.0266,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha100_AR->v3/csi300_mlp/row0/alpha100_AR,csi300_mlp,same_table_cell_ordinal,0,alpha100_AR,0.0345,0,alpha100_AR,0.0345,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row0/alpha100_IR->v3/csi300_mlp/row0/alpha100_IR,csi300_mlp,same_table_cell_ordinal,0,alpha100_IR,0.3967,0,alpha100_IR,0.3967,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha10_IC->v3/csi300_mlp/row1/alpha10_IC,csi300_mlp,same_table_cell_ordinal,1,alpha10_IC,0.0085,1,alpha10_IC,0.0085,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha10_RankIC->v3/csi300_mlp/row1/alpha10_RankIC,csi300_mlp,same_table_cell_ordinal,1,alpha10_RankIC,0.0082,1,alpha10_RankIC,0.0082,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha10_AR->v3/csi300_mlp/row1/alpha10_AR,csi300_mlp,same_table_cell_ordinal,1,alpha10_AR,0.0485,1,alpha10_AR,0.0485,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha10_IR->v3/csi300_mlp/row1/alpha10_IR,csi300_mlp,same_table_cell_ordinal,1,alpha10_IR,0.5849,1,alpha10_IR,0.5849,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha50_IC->v3/csi300_mlp/row1/alpha50_IC,csi300_mlp,same_table_cell_ordinal,1,alpha50_IC,0.0062,1,alpha50_IC,0.0062,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha50_RankIC->v3/csi300_mlp/row1/alpha50_RankIC,csi300_mlp,same_table_cell_ordinal,1,alpha50_RankIC,0.0052,1,alpha50_RankIC,0.0052,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha50_AR->v3/csi300_mlp/row1/alpha50_AR,csi300_mlp,same_table_cell_ordinal,1,alpha50_AR,-0.0263,1,alpha50_AR,-0.0263,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha50_IR->v3/csi300_mlp/row1/alpha50_IR,csi300_mlp,same_table_cell_ordinal,1,alpha50_IR,-0.2623,1,alpha50_IR,-0.2623,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha100_IC->v3/csi300_mlp/row1/alpha100_IC,csi300_mlp,same_table_cell_ordinal,1,alpha100_IC,0.0256,1,alpha100_IC,0.0256,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha100_RankIC->v3/csi300_mlp/row1/alpha100_RankIC,csi300_mlp,same_table_cell_ordinal,1,alpha100_RankIC,0.0245,1,alpha100_RankIC,0.0245,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha100_AR->v3/csi300_mlp/row1/alpha100_AR,csi300_mlp,same_table_cell_ordinal,1,alpha100_AR,0.0019,1,alpha100_AR,0.0019,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row1/alpha100_IR->v3/csi300_mlp/row1/alpha100_IR,csi300_mlp,same_table_cell_ordinal,1,alpha100_IR,0.0230,1,alpha100_IR,0.0230,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha10_IC->v3/csi300_mlp/row2/alpha10_IC,csi300_mlp,same_table_cell_ordinal,2,alpha10_IC,0.0419,2,alpha10_IC,0.0419,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha10_RankIC->v3/csi300_mlp/row2/alpha10_RankIC,csi300_mlp,same_table_cell_ordinal,2,alpha10_RankIC,0.0418,2,alpha10_RankIC,0.0418,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha10_AR->v3/csi300_mlp/row2/alpha10_AR,csi300_mlp,same_table_cell_ordinal,2,alpha10_AR,0.0725,2,alpha10_AR,0.0725,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha10_IR->v3/csi300_mlp/row2/alpha10_IR,csi300_mlp,same_table_cell_ordinal,2,alpha10_IR,0.8199,2,alpha10_IR,0.8199,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha50_IC->v3/csi300_mlp/row2/alpha50_IC,csi300_mlp,same_table_cell_ordinal,2,alpha50_IC,0.0380,2,alpha50_IC,0.0380,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha50_RankIC->v3/csi300_mlp/row2/alpha50_RankIC,csi300_mlp,same_table_cell_ordinal,2,alpha50_RankIC,0.0374,2,alpha50_RankIC,0.0374,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha50_AR->v3/csi300_mlp/row2/alpha50_AR,csi300_mlp,same_table_cell_ordinal,2,alpha50_AR,0.0524,2,alpha50_AR,0.0524,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha50_IR->v3/csi300_mlp/row2/alpha50_IR,csi300_mlp,same_table_cell_ordinal,2,alpha50_IR,0.6187,2,alpha50_IR,0.6187,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha100_IC->v3/csi300_mlp/row2/alpha100_IC,csi300_mlp,same_table_cell_ordinal,2,alpha100_IC,0.0311,2,alpha100_IC,0.0311,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha100_RankIC->v3/csi300_mlp/row2/alpha100_RankIC,csi300_mlp,same_table_cell_ordinal,2,alpha100_RankIC,0.0313,2,alpha100_RankIC,0.0313,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha100_AR->v3/csi300_mlp/row2/alpha100_AR,csi300_mlp,same_table_cell_ordinal,2,alpha100_AR,0.0295,2,alpha100_AR,0.0295,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row2/alpha100_IR->v3/csi300_mlp/row2/alpha100_IR,csi300_mlp,same_table_cell_ordinal,2,alpha100_IR,0.3044,2,alpha100_IR,0.3044,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha10_IC->v3/csi300_mlp/row3/alpha10_IC,csi300_mlp,same_table_cell_ordinal,3,alpha10_IC,0.0549,3,alpha10_IC,0.0549,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha10_RankIC->v3/csi300_mlp/row3/alpha10_RankIC,csi300_mlp,same_table_cell_ordinal,3,alpha10_RankIC,0.0554,3,alpha10_RankIC,0.0554,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha10_AR->v3/csi300_mlp/row3/alpha10_AR,csi300_mlp,same_table_cell_ordinal,3,alpha10_AR,0.0802,3,alpha10_AR,0.0802,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha10_IR->v3/csi300_mlp/row3/alpha10_IR,csi300_mlp,same_table_cell_ordinal,3,alpha10_IR,0.8397,3,alpha10_IR,0.8397,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha50_IC->v3/csi300_mlp/row3/alpha50_IC,csi300_mlp,same_table_cell_ordinal,3,alpha50_IC,0.0232,3,alpha50_IC,0.0232,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha50_RankIC->v3/csi300_mlp/row3/alpha50_RankIC,csi300_mlp,same_table_cell_ordinal,3,alpha50_RankIC,0.0207,3,alpha50_RankIC,0.0207,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha50_AR->v3/csi300_mlp/row3/alpha50_AR,csi300_mlp,same_table_cell_ordinal,3,alpha50_AR,0.0668,3,alpha50_AR,0.0668,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha50_IR->v3/csi300_mlp/row3/alpha50_IR,csi300_mlp,same_table_cell_ordinal,3,alpha50_IR,0.7509,3,alpha50_IR,0.7509,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha100_IC->v3/csi300_mlp/row3/alpha100_IC,csi300_mlp,same_table_cell_ordinal,3,alpha100_IC,0.0408,3,alpha100_IC,0.0408,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha100_RankIC->v3/csi300_mlp/row3/alpha100_RankIC,csi300_mlp,same_table_cell_ordinal,3,alpha100_RankIC,0.0395,3,alpha100_RankIC,0.0395,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha100_AR->v3/csi300_mlp/row3/alpha100_AR,csi300_mlp,same_table_cell_ordinal,3,alpha100_AR,0.0220,3,alpha100_AR,0.0220,True,False,True,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row3/alpha100_IR->v3/csi300_mlp/row3/alpha100_IR,csi300_mlp,same_table_cell_ordinal,3,alpha100_IR,0.2555,3,alpha100_IR,0.2555,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row4/alpha10_IC->v3/csi300_mlp/row4/alpha10_IC,csi300_mlp,same_table_cell_ordinal,4,alpha10_IC,0.0207,4,alpha10_IC,0.0207,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row4/alpha10_RankIC->v3/csi300_mlp/row4/alpha10_RankIC,csi300_mlp,same_table_cell_ordinal,4,alpha10_RankIC,0.0209,4,alpha10_RankIC,0.0209,True,False,False,unchanged_between_v1_v3,False
same_table_cell_ordinal/v1/csi300_mlp/row4/alpha10_AR->v3/csi300_mlp/row4/alpha10_AR,csi300_mlp,same_table_cell_ordinal,4,alpha10_AR,0.0608,4,alpha10_AR,0.0608,True,False,True,unchanged_between_v1_v3,False
