table,category,variant,metric,paper_value,quantagents_system_output,arxiv_source_verified,author_site_corroborated,native_reproduced_value,paper_result_credit,status,note
llm_backbone,QuantAgents backbone,ChatGLM3-6B,ARR_pct,37.32,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,TR_pct,158.99,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,SR,2.14,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,CR,6.89,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,SoR,45.98,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,MDD_pct,28.56,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,Vol_pct,1.62,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,ENT,2.41,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,ChatGLM3-6B,ENB,1.22,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,ARR_pct,40.38,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,TR_pct,176.66,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,SR,2.35,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,CR,8.08,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,SoR,50.77,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,MDD_pct,24.15,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,Vol_pct,1.51,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,ENT,2.53,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Llama-2-13b-chat,ENB,1.26,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,ARR_pct,44.13,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,TR_pct,199.41,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,SR,2.23,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,CR,8.59,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,SoR,49.22,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,MDD_pct,24.52,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,Vol_pct,1.77,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,ENT,2.66,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Qwen2-72B-Instruct,ENB,1.33,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,ARR_pct,53.77,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,TR_pct,263.63,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,SR,2.71,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,CR,8.76,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,SoR,60.11,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,MDD_pct,23.79,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,Vol_pct,1.61,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,ENT,2.79,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4-1106-preview,ENB,1.38,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,ARR_pct,57.95,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,TR_pct,294.07,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,SR,2.67,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,CR,10.87,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,SoR,53.74,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,MDD_pct,22.33,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,Vol_pct,1.76,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,ENT,2.86,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,Claude 3.5 Sonnet,ENB,1.47,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,ARR_pct,58.68,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,TR_pct,299.55,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,SR,3.11,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,CR,11.38,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,SoR,66.94,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,MDD_pct,16.86,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,Vol_pct,1.43,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,ENT,2.97,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
llm_backbone,QuantAgents backbone,GPT-4o-2024-05-13,ENB,1.49,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
live_trading,QuantAgents live,A-stocks,TR_pct,111.87,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
live_trading,QuantAgents live,A-stocks,SR,2.02,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
live_trading,QuantAgents live,A-stocks,win_rate_pct,61.23,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
live_trading,QuantAgents live,HK-stocks,TR_pct,97.69,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
live_trading,QuantAgents live,HK-stocks,SR,1.76,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
live_trading,QuantAgents live,HK-stocks,win_rate_pct,59.71,True,True,False,,False,paper_value_only_zero_credit,"No released native system, frozen inputs, action/order path, or metric-generation lineage."
