paper_table,item,metric,value_role,paper_value,native_reproduced_value,absolute_difference,author_output_value,author_output_correspondence,independently_regenerated,status,paper_result_credit
Table 1 Main CSI300 results,QuantaAlpha / DeepSeek-V3.2,MDD_pct,direct,15.1,,,15.1,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,IC,direct,0.0453,,,0.0453,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,ICIR,direct,0.2551,,,0.2551,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,Rank_IC,direct,0.0439,,,0.0439,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,Rank_ICIR,direct,0.249,,,0.249,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,IR,direct,0.5834,,,0.5834,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,ARR_pct,direct,4.21,,,4.21,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Gemini-3-pro-preview,MDD_pct,direct,12.1,,,12.1,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,IC,direct,0.0445,,,0.0445,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,ICIR,direct,0.2507,,,0.2507,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,Rank_IC,direct,0.0431,,,0.0431,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,Rank_ICIR,direct,0.2446,,,0.2446,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,IR,direct,0.5619,,,0.5619,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,ARR_pct,direct,4.12,,,4.12,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / Claude-4.5-sonnet,MDD_pct,direct,13.02,,,13.02,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,IC,direct,0.0472,,,0.0472,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,ICIR,direct,0.2691,,,0.2691,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,Rank_IC,direct,0.0459,,,0.0459,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,Rank_ICIR,direct,0.2635,,,0.2635,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,IR,direct,0.6453,,,0.6453,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,ARR_pct,direct,4.68,,,4.68,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 1 Main CSI300 results,QuantaAlpha / GPT-5.2,MDD_pct,direct,11.8,,,11.8,True,False,corroborated_by_exact_author_readme_table_raster_not_regenerated,False
Table 2 Evolution-component ablation,QuantaAlpha,IC,direct,0.0461,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,QuantaAlpha,Rank_IC,direct,0.045,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,QuantaAlpha,ARR_pct,direct,4.53,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,QuantaAlpha,MDD_pct,direct,15.1,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,IC,direct,0.0448,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,Rank_IC,direct,0.0437,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,ARR_pct,direct,3.81,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,MDD_pct,direct,16.72,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,IC,displayed_delta,-0.0013,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,Rank_IC,displayed_delta,-0.0013,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,ARR_pct,displayed_delta,-0.72,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Planning,MDD_pct,displayed_delta,1.62,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,IC,direct,0.0382,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,Rank_IC,direct,0.0371,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,ARR_pct,direct,3.27,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,MDD_pct,direct,15.58,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,IC,displayed_delta,-0.0079,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,Rank_IC,displayed_delta,-0.0079,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,ARR_pct,displayed_delta,-1.26,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Mutation,MDD_pct,displayed_delta,0.48,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,IC,direct,0.0401,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,Rank_IC,direct,0.0419,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,ARR_pct,direct,4.02,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,MDD_pct,direct,16.03,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,IC,displayed_delta,-0.006,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,Rank_IC,displayed_delta,-0.0031,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,ARR_pct,displayed_delta,-0.51,,,,False,False,not_reproduced_no_released_result_derivation,False
Table 2 Evolution-component ablation,w/o Crossover,MDD_pct,displayed_delta,0.93,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 1,IC,direct,0.0466,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 1,ICIR,direct,0.2708,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 1,Rank_IC,direct,0.0454,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 1,Rank_ICIR,direct,0.2655,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 2,IC,direct,0.0426,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 2,ICIR,direct,0.2325,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 2,Rank_IC,direct,0.0409,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 2,Rank_ICIR,direct,0.2236,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 3,IC,direct,0.0436,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 3,ICIR,direct,0.2551,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 3,Rank_IC,direct,0.0418,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 2 Cross-seed core metrics,Combination 3,Rank_ICIR,direct,0.2468,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,IC,mean,direct,0.0443,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,IC,std,direct,0.0021,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,IC,CV_pct,direct,4.64,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,IC,range,direct,0.004,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,ICIR,mean,direct,0.2528,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,ICIR,std,direct,0.0192,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,ICIR,CV_pct,direct,7.6,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,ICIR,range,direct,0.0382,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_IC,mean,direct,0.0427,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_IC,std,direct,0.0024,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_IC,CV_pct,direct,5.56,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_IC,range,direct,0.0045,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_ICIR,mean,direct,0.2453,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_ICIR,std,direct,0.021,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_ICIR,CV_pct,direct,8.55,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 3 Cross-seed variance,Rank_ICIR,range,direct,0.0419,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,mean,direct,0.0426,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,median,direct,0.0513,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,std,direct,0.1833,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,positive_days,direct,60.04%,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,95pct_CI,direct,"[0.0311, 0.0542]",,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,t_stat,direct,7.23,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / IC,p_value,direct,4.95e-13,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,mean,direct,0.0409,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,median,direct,0.0438,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,std,direct,0.1827,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,positive_days,direct,60.04%,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,95pct_CI,direct,"[0.0293, 0.0524]",,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,t_stat,direct,6.95,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,Claude / Rank IC,p_value,direct,3.68e-12,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,mean,direct,0.0459,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,median,direct,0.0448,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,std,direct,0.1711,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,positive_days,direct,60.97%,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,95pct_CI,direct,"[0.0348, 0.0544]",,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,t_stat,direct,7.93,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / IC,p_value,direct,2.22e-15,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,mean,direct,0.0418,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,median,direct,0.0403,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,std,direct,0.1694,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,positive_days,direct,60.97%,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,95pct_CI,direct,"[0.0311, 0.0525]",,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,t_stat,direct,7.67,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix Table 4 Daily IC statistics,DeepSeek-V3.2 / Rank IC,p_value,direct,1.73e-14,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Parent trajectory metrics,Parent 1,Rank_IC,direct,0.0216,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Parent trajectory metrics,Parent 1,IC,direct,0.0059,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Parent trajectory metrics,Parent 1,IR,direct,1.297,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Parent trajectory metrics,Parent 2,Rank_IC,direct,0.0246,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Parent trajectory metrics,Parent 2,IC,direct,0.0069,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Parent trajectory metrics,Parent 2,IR,direct,1.347,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,offspring,IC,direct,0.0126,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,baseline,IC,direct,0.0058,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,offspring,Rank_IC,direct,0.0311,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,baseline,Rank_IC,direct,0.022,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,offspring,ARR_pct,direct,7.8,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,baseline,ARR_pct,direct,5.2,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,offspring,IR,direct,0.963,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,baseline,IR,direct,0.973,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,offspring,MDD_pct,direct,-11.37,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Backtest metrics,baseline,MDD_pct,direct,-7.3,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Detailed statistics,offspring,daily_excess_wo_cost_pct,direct,0.0328,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Detailed statistics,offspring,daily_excess_w_cost_pct,direct,0.0128,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Detailed statistics,offspring,excess_return_std_pct,direct,0.52,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Detailed statistics,offspring,turnover_FFR_pct,direct,100.0,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Detailed statistics,offspring,L2_train_loss,direct,0.9936,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix C Detailed statistics,offspring,L2_valid_loss,direct,0.9962,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,GapZ10_Overnight_vs_TR,Rank_IC,direct,0.0793,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,GapZ10_Overnight_vs_TR,IC,direct,0.0335,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Gap_IntradayAcceptanceScore_20D,Rank_IC,direct,0.0744,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Gap_IntradayAcceptanceScore_20D,IC,direct,0.033,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Gap_IntradayAcceptance_VolWeighted_20D,Rank_IC,direct,0.0606,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Gap_IntradayAcceptance_VolWeighted_20D,IC,direct,0.0314,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,CleanTrend_Continuation_Score_RS10_WVMA5,Rank_IC,direct,0.059,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,CleanTrend_Continuation_Score_RS10_WVMA5,IC,direct,0.0267,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,OrderlyTrend_x_Absorption_10D_5D_20D,Rank_IC,direct,0.0465,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,OrderlyTrend_x_Absorption_10D_5D_20D,IC,direct,0.0271,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,KineticLength_AbsRetSum_Z_10D,Rank_IC,direct,-0.072,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,KineticLength_AbsRetSum_Z_10D,IC,direct,-0.0246,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Drawdown_Gated_NegCorr_60D_20D_thr20pct,Rank_IC,direct,-0.0282,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Drawdown_Gated_NegCorr_60D_20D_thr20pct,IC,direct,-0.0095,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,HighClose_Shock_With_VolSync_60_20,Rank_IC,direct,-0.0274,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,HighClose_Shock_With_VolSync_60_20,IC,direct,-0.009,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Exhaustion_Intensity_Index_10D,Rank_IC,direct,0.0323,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Exhaustion_Intensity_Index_10D,IC,direct,0.0159,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Climax_Exhaustion_Intensity,Rank_IC,direct,0.0242,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Climax_Exhaustion_Intensity,IC,direct,0.016,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Exhaustion_Volume_Instability_Index,Rank_IC,direct,0.0121,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Exhaustion_Volume_Instability_Index,IC,direct,0.0117,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Relative_Volume_Calm_Reversal,Rank_IC,direct,-0.0279,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Relative_Volume_Calm_Reversal,IC,direct,-0.0188,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Volume_Stability_Momentum_Divergence_40D,Rank_IC,direct,-0.0247,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Representative factors,Volume_Stability_Momentum_Divergence_40D,IC,direct,-0.0155,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,coverage_ratio,direct,0.98,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,coverage_ratio,direct,0.8,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,share_rank_ic_positive,direct,0.626,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,share_rank_ic_positive,direct,0.594,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,mean_rank_ic,direct,0.0057,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,mean_rank_ic,direct,0.0012,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,max_rank_ic,direct,0.0793,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,max_rank_ic,direct,0.0323,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,min_rank_ic,direct,-0.072,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,min_rank_ic,direct,-0.0279,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,share_rank_ic_gt_0.03,direct,0.102,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,share_rank_ic_gt_0.03,direct,0.0156,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,share_rank_ic_gt_0.05,direct,0.0272,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,share_rank_ic_gt_0.05,direct,0.0,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,QA,mean_ic,direct,0.0044,,,,False,False,not_reproduced_no_released_result_derivation,False
Appendix D Factor summary,AA,mean_ic,direct,0.0015,,,,False,False,not_reproduced_no_released_result_derivation,False
