table,category,variant,metric,paper_value,hedgeagents_system_output,arxiv_source_verified,author_site_corroborated,native_reproduced_value,paper_result_credit,status,note
llm_backbone,HedgeAgents backbone,Chat-GLM-6B,ENT,2.46,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Chat-GLM-6B,ENB,1.25,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,ARR_pct,53.24,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,TR_pct,259.85,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,SR,2.39,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,CR,8.85,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,SoR,55.59,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,MDD_pct,13.81,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,Vol_pct,1.02,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,ENT,2.99,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Baichuan-13B,ENB,1.46,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,ARR_pct,61.34,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,TR_pct,319.99,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,SR,2.16,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,CR,8.01,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,SoR,50.21,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,MDD_pct,17.44,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,Vol_pct,1.29,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,ENT,2.35,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Qwen-72B,ENB,1.18,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,ARR_pct,68.61,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,TR_pct,379.37,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,SR,2.49,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,CR,11.48,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,SoR,59.94,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,MDD_pct,13.12,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,Vol_pct,1.21,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,ENT,3.31,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,Gemini1.5 Pro,ENB,1.57,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,ARR_pct,65.44,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,TR_pct,352.81,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,SR,2.27,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,CR,8.44,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,SoR,53.49,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,MDD_pct,17.35,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,Vol_pct,1.29,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,ENT,2.93,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-3.5-turbo-16k,ENB,1.49,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,ARR_pct,71.6,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,TR_pct,405.34,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,SR,2.41,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,CR,11.02,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,SoR,58.0,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,MDD_pct,14.21,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,Vol_pct,1.3,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,ENT,3.13,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
llm_backbone,HedgeAgents backbone,gpt-4-1106-preview,ENB,1.53,True,True,False,,False,paper_value_only_zero_credit,"No released native trajectory, orders, fills, or metric-generation path."
