result_id,matrix,source_svg,row,column,paper_display,source_code_power_value,source_code_power_display,source_code_power_match,paper_equation_multiply_value,paper_equation_multiply_display,paper_equation_multiply_match,llm_regenerated,credit
COR-0314,it_1m_new,it_1m_16-20_new.svg,VEC,RAPS,0.09,0.0891481399955976,0.09,yes,0.15261915853165364,0.15,no,no,author_data_deterministic_replay
COR-0315,it_1m_new,it_1m_16-20_new.svg,VEC,EVC,-0.05,-0.05060174354616613,-0.05,yes,-0.05060174354616613,-0.05,yes,no,author_data_deterministic_replay
COR-0316,it_1m_new,it_1m_16-20_new.svg,VEC,VEC,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0317,it_1m_new,it_1m_16-20_new.svg,VEC,PLF,0.17,0.16546027878310118,0.17,yes,0.16546027878310118,0.17,yes,no,author_data_deterministic_replay
COR-0318,it_1m_new,it_1m_16-20_new.svg,VEC,IQS,-0.24,-0.24160092961827287,-0.24,yes,-0.24160092961827287,-0.24,yes,no,author_data_deterministic_replay
COR-0319,it_1m_new,it_1m_16-20_new.svg,VEC,Return,0.05,0.05464834731685343,0.05,yes,0.05464834731685343,0.05,yes,no,author_data_deterministic_replay
COR-0320,it_1m_new,it_1m_16-20_new.svg,PLF,PVS,0.96,0.9595902717700114,0.96,yes,0.9595902717700114,0.96,yes,no,author_data_deterministic_replay
COR-0321,it_1m_new,it_1m_16-20_new.svg,PLF,RAPS,0.91,0.9134984054179957,0.91,yes,0.9595902717700114,0.96,no,no,author_data_deterministic_replay
COR-0322,it_1m_new,it_1m_16-20_new.svg,PLF,EVC,0.20,0.19959405986209303,0.20,yes,0.19959405986209303,0.20,yes,no,author_data_deterministic_replay
COR-0323,it_1m_new,it_1m_16-20_new.svg,PLF,VEC,0.17,0.16546027878310118,0.17,yes,0.16546027878310118,0.17,yes,no,author_data_deterministic_replay
COR-0324,it_1m_new,it_1m_16-20_new.svg,PLF,PLF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0325,it_1m_new,it_1m_16-20_new.svg,PLF,IQS,0.56,0.5590660817306461,0.56,yes,0.5590660817306461,0.56,yes,no,author_data_deterministic_replay
COR-0326,it_1m_new,it_1m_16-20_new.svg,PLF,Return,-0.03,-0.030555569775120424,-0.03,yes,-0.030555569775120424,-0.03,yes,no,author_data_deterministic_replay
COR-0327,it_1m_new,it_1m_16-20_new.svg,IQS,PVS,0.64,0.6378507184577343,0.64,yes,0.6378507184577343,0.64,yes,no,author_data_deterministic_replay
COR-0328,it_1m_new,it_1m_16-20_new.svg,IQS,RAPS,0.71,0.7096120277042627,0.71,yes,0.6378507184577343,0.64,no,no,author_data_deterministic_replay
COR-0329,it_1m_new,it_1m_16-20_new.svg,IQS,EVC,0.48,0.4764472815320273,0.48,yes,0.4764472815320273,0.48,yes,no,author_data_deterministic_replay
COR-0330,it_1m_new,it_1m_16-20_new.svg,IQS,VEC,-0.24,-0.24160092961827287,-0.24,yes,-0.24160092961827287,-0.24,yes,no,author_data_deterministic_replay
COR-0331,it_1m_new,it_1m_16-20_new.svg,IQS,PLF,0.56,0.5590660817306461,0.56,yes,0.5590660817306461,0.56,yes,no,author_data_deterministic_replay
COR-0332,it_1m_new,it_1m_16-20_new.svg,IQS,IQS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0333,it_1m_new,it_1m_16-20_new.svg,IQS,Return,-0.04,-0.04445121295732255,-0.04,yes,-0.04445121295732255,-0.04,yes,no,author_data_deterministic_replay
COR-0334,it_1m_new,it_1m_16-20_new.svg,Return,PVS,-0.03,-0.03108027171882119,-0.03,yes,-0.03108027171882119,-0.03,yes,no,author_data_deterministic_replay
COR-0335,it_1m_new,it_1m_16-20_new.svg,Return,RAPS,-0.05,-0.04911466145206783,-0.05,yes,-0.03108027171882119,-0.03,no,no,author_data_deterministic_replay
COR-0336,it_1m_new,it_1m_16-20_new.svg,Return,EVC,-0.09,-0.09127254298716654,-0.09,yes,-0.09127254298716654,-0.09,yes,no,author_data_deterministic_replay
COR-0337,it_1m_new,it_1m_16-20_new.svg,Return,VEC,0.05,0.05464834731685343,0.05,yes,0.05464834731685343,0.05,yes,no,author_data_deterministic_replay
COR-0338,it_1m_new,it_1m_16-20_new.svg,Return,PLF,-0.03,-0.030555569775120424,-0.03,yes,-0.030555569775120424,-0.03,yes,no,author_data_deterministic_replay
COR-0339,it_1m_new,it_1m_16-20_new.svg,Return,IQS,-0.04,-0.04445121295732255,-0.04,yes,-0.04445121295732255,-0.04,yes,no,author_data_deterministic_replay
COR-0340,it_1m_new,it_1m_16-20_new.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0341,hc_1m_existing,hc_1m_16-20_old.svg,P/E,P/E,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0342,hc_1m_existing,hc_1m_16-20_old.svg,P/E,P/B,0.36,0.3633679606342264,0.36,yes,0.3633679606342264,0.36,yes,no,author_data_deterministic_replay
COR-0343,hc_1m_existing,hc_1m_16-20_old.svg,P/E,ROA,-0.28,-0.2781984691088027,-0.28,yes,-0.2781984691088027,-0.28,yes,no,author_data_deterministic_replay
COR-0344,hc_1m_existing,hc_1m_16-20_old.svg,P/E,ROE,-0.44,-0.4429811372334609,-0.44,yes,-0.4429811372334609,-0.44,yes,no,author_data_deterministic_replay
COR-0345,hc_1m_existing,hc_1m_16-20_old.svg,P/E,FCF,-0.56,-0.5576612903225809,-0.56,yes,-0.5576612903225809,-0.56,yes,no,author_data_deterministic_replay
COR-0346,hc_1m_existing,hc_1m_16-20_old.svg,P/E,P/CF,0.59,0.5879784034991801,0.59,yes,0.5879784034991801,0.59,yes,no,author_data_deterministic_replay
COR-0347,hc_1m_existing,hc_1m_16-20_old.svg,P/E,EBITDA,0.43,0.4305563149261891,0.43,yes,0.4305563149261891,0.43,yes,no,author_data_deterministic_replay
COR-0348,hc_1m_existing,hc_1m_16-20_old.svg,P/E,GM,0.29,0.2887711864406778,0.29,yes,0.2887711864406778,0.29,yes,no,author_data_deterministic_replay
COR-0349,hc_1m_existing,hc_1m_16-20_old.svg,P/E,NM,-0.27,-0.268268179332969,-0.27,yes,-0.268268179332969,-0.27,yes,no,author_data_deterministic_replay
COR-0350,hc_1m_existing,hc_1m_16-20_old.svg,P/E,SPS,-0.54,-0.538579825041006,-0.54,yes,-0.538579825041006,-0.54,yes,no,author_data_deterministic_replay
COR-0351,hc_1m_existing,hc_1m_16-20_old.svg,P/E,Return,0.09,0.08563422635319849,0.09,yes,0.08563422635319849,0.09,yes,no,author_data_deterministic_replay
COR-0352,hc_1m_existing,hc_1m_16-20_old.svg,P/B,P/E,0.36,0.3633679606342264,0.36,yes,0.3633679606342264,0.36,yes,no,author_data_deterministic_replay
COR-0353,hc_1m_existing,hc_1m_16-20_old.svg,P/B,P/B,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0354,hc_1m_existing,hc_1m_16-20_old.svg,P/B,ROA,0.28,0.28357709130672487,0.28,yes,0.28357709130672487,0.28,yes,no,author_data_deterministic_replay
COR-0355,hc_1m_existing,hc_1m_16-20_old.svg,P/B,ROE,0.30,0.3030481137233462,0.30,yes,0.3030481137233462,0.30,yes,no,author_data_deterministic_replay
COR-0356,hc_1m_existing,hc_1m_16-20_old.svg,P/B,FCF,-0.34,-0.34159376708583905,-0.34,yes,-0.34159376708583905,-0.34,yes,no,author_data_deterministic_replay
COR-0357,hc_1m_existing,hc_1m_16-20_old.svg,P/B,P/CF,0.50,0.5020913067249864,0.50,yes,0.5020913067249864,0.50,yes,no,author_data_deterministic_replay
COR-0358,hc_1m_existing,hc_1m_16-20_old.svg,P/B,EBITDA,0.35,0.3480590486604704,0.35,yes,0.3480590486604704,0.35,yes,no,author_data_deterministic_replay
COR-0359,hc_1m_existing,hc_1m_16-20_old.svg,P/B,GM,0.50,0.501031984691088,0.50,yes,0.501031984691088,0.50,yes,no,author_data_deterministic_replay
COR-0360,hc_1m_existing,hc_1m_16-20_old.svg,P/B,NM,0.23,0.233481410606889,0.23,yes,0.233481410606889,0.23,yes,no,author_data_deterministic_replay
COR-0361,hc_1m_existing,hc_1m_16-20_old.svg,P/B,SPS,-0.52,-0.5194368507381083,-0.52,yes,-0.5194368507381083,-0.52,yes,no,author_data_deterministic_replay
COR-0362,hc_1m_existing,hc_1m_16-20_old.svg,P/B,Return,0.08,0.08265445598687807,0.08,yes,0.08265445598687807,0.08,yes,no,author_data_deterministic_replay
COR-0363,hc_1m_existing,hc_1m_16-20_old.svg,ROA,P/E,-0.28,-0.2781984691088027,-0.28,yes,-0.2781984691088027,-0.28,yes,no,author_data_deterministic_replay
COR-0364,hc_1m_existing,hc_1m_16-20_old.svg,ROA,P/B,0.28,0.28357709130672487,0.28,yes,0.28357709130672487,0.28,yes,no,author_data_deterministic_replay
COR-0365,hc_1m_existing,hc_1m_16-20_old.svg,ROA,ROA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0366,hc_1m_existing,hc_1m_16-20_old.svg,ROA,ROE,0.80,0.8004920721705847,0.80,yes,0.8004920721705847,0.80,yes,no,author_data_deterministic_replay
COR-0367,hc_1m_existing,hc_1m_16-20_old.svg,ROA,FCF,0.06,0.06433843630399137,0.06,yes,0.06433843630399137,0.06,yes,no,author_data_deterministic_replay
COR-0368,hc_1m_existing,hc_1m_16-20_old.svg,ROA,P/CF,0.30,0.30112083105522147,0.30,yes,0.30112083105522147,0.30,yes,no,author_data_deterministic_replay
COR-0369,hc_1m_existing,hc_1m_16-20_old.svg,ROA,EBITDA,0.50,0.4993712411153636,0.50,yes,0.4993712411153636,0.50,yes,no,author_data_deterministic_replay
COR-0370,hc_1m_existing,hc_1m_16-20_old.svg,ROA,GM,0.37,0.37225943138326933,0.37,yes,0.37225943138326933,0.37,yes,no,author_data_deterministic_replay
COR-0371,hc_1m_existing,hc_1m_16-20_old.svg,ROA,NM,0.87,0.8735306178239473,0.87,yes,0.8735306178239473,0.87,yes,no,author_data_deterministic_replay
COR-0372,hc_1m_existing,hc_1m_16-20_old.svg,ROA,SPS,-0.15,-0.15113449972662657,-0.15,yes,-0.15113449972662657,-0.15,yes,no,author_data_deterministic_replay
COR-0373,hc_1m_existing,hc_1m_16-20_old.svg,ROA,Return,0.09,0.0896664844177146,0.09,yes,0.0896664844177146,0.09,yes,no,author_data_deterministic_replay
COR-0374,hc_1m_existing,hc_1m_16-20_old.svg,ROE,P/E,-0.44,-0.4429811372334609,-0.44,yes,-0.4429811372334609,-0.44,yes,no,author_data_deterministic_replay
COR-0375,hc_1m_existing,hc_1m_16-20_old.svg,ROE,P/B,0.30,0.3030481137233462,0.30,yes,0.3030481137233462,0.30,yes,no,author_data_deterministic_replay
COR-0376,hc_1m_existing,hc_1m_16-20_old.svg,ROE,ROA,0.80,0.8004920721705847,0.80,yes,0.8004920721705847,0.80,yes,no,author_data_deterministic_replay
COR-0377,hc_1m_existing,hc_1m_16-20_old.svg,ROE,ROE,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0378,hc_1m_existing,hc_1m_16-20_old.svg,ROE,FCF,0.23,0.22750136686714048,0.23,yes,0.22750136686714048,0.23,yes,no,author_data_deterministic_replay
COR-0379,hc_1m_existing,hc_1m_16-20_old.svg,ROE,P/CF,0.06,0.06340213231273922,0.06,yes,0.06340213231273922,0.06,yes,no,author_data_deterministic_replay
COR-0380,hc_1m_existing,hc_1m_16-20_old.svg,ROE,EBITDA,0.22,0.22142564242755614,0.22,yes,0.22142564242755614,0.22,yes,no,author_data_deterministic_replay
COR-0381,hc_1m_existing,hc_1m_16-20_old.svg,ROE,GM,0.25,0.24696555494805894,0.25,yes,0.24696555494805894,0.25,yes,no,author_data_deterministic_replay
COR-0382,hc_1m_existing,hc_1m_16-20_old.svg,ROE,NM,0.67,0.6709404045926736,0.67,yes,0.6709404045926736,0.67,yes,no,author_data_deterministic_replay
COR-0383,hc_1m_existing,hc_1m_16-20_old.svg,ROE,SPS,0.02,0.024248223072717328,0.02,yes,0.024248223072717328,0.02,yes,no,author_data_deterministic_replay
COR-0384,hc_1m_existing,hc_1m_16-20_old.svg,ROE,Return,0.05,0.048954346637506835,0.05,yes,0.048954346637506835,0.05,yes,no,author_data_deterministic_replay
COR-0385,hc_1m_existing,hc_1m_16-20_old.svg,FCF,P/E,-0.56,-0.5576612903225809,-0.56,yes,-0.5576612903225809,-0.56,yes,no,author_data_deterministic_replay
COR-0386,hc_1m_existing,hc_1m_16-20_old.svg,FCF,P/B,-0.34,-0.34159376708583905,-0.34,yes,-0.34159376708583905,-0.34,yes,no,author_data_deterministic_replay
COR-0387,hc_1m_existing,hc_1m_16-20_old.svg,FCF,ROA,0.06,0.06433843630399137,0.06,yes,0.06433843630399137,0.06,yes,no,author_data_deterministic_replay
COR-0388,hc_1m_existing,hc_1m_16-20_old.svg,FCF,ROE,0.23,0.22750136686714048,0.23,yes,0.22750136686714048,0.23,yes,no,author_data_deterministic_replay
COR-0389,hc_1m_existing,hc_1m_16-20_old.svg,FCF,FCF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0390,hc_1m_existing,hc_1m_16-20_old.svg,FCF,P/CF,-0.59,-0.588860032804811,-0.59,yes,-0.588860032804811,-0.59,yes,no,author_data_deterministic_replay
COR-0391,hc_1m_existing,hc_1m_16-20_old.svg,FCF,EBITDA,-0.37,-0.36724302897758326,-0.37,yes,-0.36724302897758326,-0.37,yes,no,author_data_deterministic_replay
COR-0392,hc_1m_existing,hc_1m_16-20_old.svg,FCF,GM,-0.19,-0.18745899398578453,-0.19,yes,-0.18745899398578453,-0.19,yes,no,author_data_deterministic_replay
COR-0393,hc_1m_existing,hc_1m_16-20_old.svg,FCF,NM,0.13,0.13202569710224157,0.13,yes,0.13202569710224157,0.13,yes,no,author_data_deterministic_replay
COR-0394,hc_1m_existing,hc_1m_16-20_old.svg,FCF,SPS,0.72,0.7200792782941495,0.72,yes,0.7200792782941495,0.72,yes,no,author_data_deterministic_replay
COR-0395,hc_1m_existing,hc_1m_16-20_old.svg,FCF,Return,-0.08,-0.07530071077091306,-0.08,yes,-0.07530071077091306,-0.08,yes,no,author_data_deterministic_replay
COR-0396,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,P/E,0.59,0.5879784034991801,0.59,yes,0.5879784034991801,0.59,yes,no,author_data_deterministic_replay
COR-0397,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,P/B,0.50,0.5020913067249864,0.50,yes,0.5020913067249864,0.50,yes,no,author_data_deterministic_replay
COR-0398,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,ROA,0.30,0.30112083105522147,0.30,yes,0.30112083105522147,0.30,yes,no,author_data_deterministic_replay
COR-0399,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,ROE,0.06,0.06340213231273922,0.06,yes,0.06340213231273922,0.06,yes,no,author_data_deterministic_replay
COR-0400,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,FCF,-0.59,-0.588860032804811,-0.59,yes,-0.588860032804811,-0.59,yes,no,author_data_deterministic_replay
COR-0401,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,P/CF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0402,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,EBITDA,0.76,0.7554537998906505,0.76,yes,0.7554537998906505,0.76,yes,no,author_data_deterministic_replay
COR-0403,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,GM,0.41,0.40561098961180975,0.41,yes,0.40561098961180975,0.41,yes,no,author_data_deterministic_replay
COR-0404,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,NM,0.26,0.26154319300164036,0.26,yes,0.26154319300164036,0.26,yes,no,author_data_deterministic_replay
COR-0405,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,SPS,-0.57,-0.5732299070530346,-0.57,yes,-0.5732299070530346,-0.57,yes,no,author_data_deterministic_replay
COR-0406,hc_1m_existing,hc_1m_16-20_old.svg,P/CF,Return,0.15,0.14774466921815194,0.15,yes,0.14774466921815194,0.15,yes,no,author_data_deterministic_replay
COR-0407,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,P/E,0.43,0.4305563149261891,0.43,yes,0.4305563149261891,0.43,yes,no,author_data_deterministic_replay
COR-0408,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,P/B,0.35,0.3480590486604704,0.35,yes,0.3480590486604704,0.35,yes,no,author_data_deterministic_replay
COR-0409,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,ROA,0.50,0.4993712411153636,0.50,yes,0.4993712411153636,0.50,yes,no,author_data_deterministic_replay
COR-0410,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,ROE,0.22,0.22142564242755614,0.22,yes,0.22142564242755614,0.22,yes,no,author_data_deterministic_replay
COR-0411,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,FCF,-0.37,-0.36724302897758326,-0.37,yes,-0.36724302897758326,-0.37,yes,no,author_data_deterministic_replay
COR-0412,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,P/CF,0.76,0.7554537998906505,0.76,yes,0.7554537998906505,0.76,yes,no,author_data_deterministic_replay
COR-0413,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,EBITDA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0414,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,GM,0.35,0.3534991798797157,0.35,yes,0.3534991798797157,0.35,yes,no,author_data_deterministic_replay
COR-0415,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,NM,0.48,0.4797293603061783,0.48,yes,0.4797293603061783,0.48,yes,no,author_data_deterministic_replay
COR-0416,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,SPS,-0.42,-0.4162588846364134,-0.42,yes,-0.4162588846364134,-0.42,yes,no,author_data_deterministic_replay
COR-0417,hc_1m_existing,hc_1m_16-20_old.svg,EBITDA,Return,0.18,0.17609349371241118,0.18,yes,0.17609349371241118,0.18,yes,no,author_data_deterministic_replay
COR-0418,hc_1m_existing,hc_1m_16-20_old.svg,GM,P/E,0.29,0.2887711864406778,0.29,yes,0.2887711864406778,0.29,yes,no,author_data_deterministic_replay
COR-0419,hc_1m_existing,hc_1m_16-20_old.svg,GM,P/B,0.50,0.501031984691088,0.50,yes,0.501031984691088,0.50,yes,no,author_data_deterministic_replay
COR-0420,hc_1m_existing,hc_1m_16-20_old.svg,GM,ROA,0.37,0.37225943138326933,0.37,yes,0.37225943138326933,0.37,yes,no,author_data_deterministic_replay
COR-0421,hc_1m_existing,hc_1m_16-20_old.svg,GM,ROE,0.25,0.24696555494805894,0.25,yes,0.24696555494805894,0.25,yes,no,author_data_deterministic_replay
COR-0422,hc_1m_existing,hc_1m_16-20_old.svg,GM,FCF,-0.19,-0.18745899398578453,-0.19,yes,-0.18745899398578453,-0.19,yes,no,author_data_deterministic_replay
COR-0423,hc_1m_existing,hc_1m_16-20_old.svg,GM,P/CF,0.41,0.40561098961180975,0.41,yes,0.40561098961180975,0.41,yes,no,author_data_deterministic_replay
COR-0424,hc_1m_existing,hc_1m_16-20_old.svg,GM,EBITDA,0.35,0.3534991798797157,0.35,yes,0.3534991798797157,0.35,yes,no,author_data_deterministic_replay
COR-0425,hc_1m_existing,hc_1m_16-20_old.svg,GM,GM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0426,hc_1m_existing,hc_1m_16-20_old.svg,GM,NM,0.54,0.5420653362493165,0.54,yes,0.5420653362493165,0.54,yes,no,author_data_deterministic_replay
COR-0427,hc_1m_existing,hc_1m_16-20_old.svg,GM,SPS,-0.66,-0.6637780207763803,-0.66,yes,-0.6637780207763803,-0.66,yes,no,author_data_deterministic_replay
COR-0428,hc_1m_existing,hc_1m_16-20_old.svg,GM,Return,0.03,0.029230453799890643,0.03,yes,0.029230453799890643,0.03,yes,no,author_data_deterministic_replay
COR-0429,hc_1m_existing,hc_1m_16-20_old.svg,NM,P/E,-0.27,-0.268268179332969,-0.27,yes,-0.268268179332969,-0.27,yes,no,author_data_deterministic_replay
COR-0430,hc_1m_existing,hc_1m_16-20_old.svg,NM,P/B,0.23,0.233481410606889,0.23,yes,0.233481410606889,0.23,yes,no,author_data_deterministic_replay
COR-0431,hc_1m_existing,hc_1m_16-20_old.svg,NM,ROA,0.87,0.8735306178239473,0.87,yes,0.8735306178239473,0.87,yes,no,author_data_deterministic_replay
COR-0432,hc_1m_existing,hc_1m_16-20_old.svg,NM,ROE,0.67,0.6709404045926736,0.67,yes,0.6709404045926736,0.67,yes,no,author_data_deterministic_replay
COR-0433,hc_1m_existing,hc_1m_16-20_old.svg,NM,FCF,0.13,0.13202569710224157,0.13,yes,0.13202569710224157,0.13,yes,no,author_data_deterministic_replay
COR-0434,hc_1m_existing,hc_1m_16-20_old.svg,NM,P/CF,0.26,0.26154319300164036,0.26,yes,0.26154319300164036,0.26,yes,no,author_data_deterministic_replay
COR-0435,hc_1m_existing,hc_1m_16-20_old.svg,NM,EBITDA,0.48,0.4797293603061783,0.48,yes,0.4797293603061783,0.48,yes,no,author_data_deterministic_replay
COR-0436,hc_1m_existing,hc_1m_16-20_old.svg,NM,GM,0.54,0.5420653362493165,0.54,yes,0.5420653362493165,0.54,yes,no,author_data_deterministic_replay
COR-0437,hc_1m_existing,hc_1m_16-20_old.svg,NM,NM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0438,hc_1m_existing,hc_1m_16-20_old.svg,NM,SPS,-0.24,-0.23735647895024614,-0.24,yes,-0.23735647895024614,-0.24,yes,no,author_data_deterministic_replay
COR-0439,hc_1m_existing,hc_1m_16-20_old.svg,NM,Return,0.08,0.08276380535811918,0.08,yes,0.08276380535811918,0.08,yes,no,author_data_deterministic_replay
COR-0440,hc_1m_existing,hc_1m_16-20_old.svg,SPS,P/E,-0.54,-0.538579825041006,-0.54,yes,-0.538579825041006,-0.54,yes,no,author_data_deterministic_replay
COR-0441,hc_1m_existing,hc_1m_16-20_old.svg,SPS,P/B,-0.52,-0.5194368507381083,-0.52,yes,-0.5194368507381083,-0.52,yes,no,author_data_deterministic_replay
COR-0442,hc_1m_existing,hc_1m_16-20_old.svg,SPS,ROA,-0.15,-0.15113449972662657,-0.15,yes,-0.15113449972662657,-0.15,yes,no,author_data_deterministic_replay
COR-0443,hc_1m_existing,hc_1m_16-20_old.svg,SPS,ROE,0.02,0.024248223072717328,0.02,yes,0.024248223072717328,0.02,yes,no,author_data_deterministic_replay
COR-0444,hc_1m_existing,hc_1m_16-20_old.svg,SPS,FCF,0.72,0.7200792782941495,0.72,yes,0.7200792782941495,0.72,yes,no,author_data_deterministic_replay
COR-0445,hc_1m_existing,hc_1m_16-20_old.svg,SPS,P/CF,-0.57,-0.5732299070530346,-0.57,yes,-0.5732299070530346,-0.57,yes,no,author_data_deterministic_replay
COR-0446,hc_1m_existing,hc_1m_16-20_old.svg,SPS,EBITDA,-0.42,-0.4162588846364134,-0.42,yes,-0.4162588846364134,-0.42,yes,no,author_data_deterministic_replay
COR-0447,hc_1m_existing,hc_1m_16-20_old.svg,SPS,GM,-0.66,-0.6637780207763803,-0.66,yes,-0.6637780207763803,-0.66,yes,no,author_data_deterministic_replay
COR-0448,hc_1m_existing,hc_1m_16-20_old.svg,SPS,NM,-0.24,-0.23735647895024614,-0.24,yes,-0.23735647895024614,-0.24,yes,no,author_data_deterministic_replay
COR-0449,hc_1m_existing,hc_1m_16-20_old.svg,SPS,SPS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0450,hc_1m_existing,hc_1m_16-20_old.svg,SPS,Return,-0.07,-0.06638190267905955,-0.07,yes,-0.06638190267905955,-0.07,yes,no,author_data_deterministic_replay
COR-0451,hc_1m_existing,hc_1m_16-20_old.svg,Return,P/E,0.09,0.08563422635319849,0.09,yes,0.08563422635319849,0.09,yes,no,author_data_deterministic_replay
COR-0452,hc_1m_existing,hc_1m_16-20_old.svg,Return,P/B,0.08,0.08265445598687807,0.08,yes,0.08265445598687807,0.08,yes,no,author_data_deterministic_replay
COR-0453,hc_1m_existing,hc_1m_16-20_old.svg,Return,ROA,0.09,0.0896664844177146,0.09,yes,0.0896664844177146,0.09,yes,no,author_data_deterministic_replay
COR-0454,hc_1m_existing,hc_1m_16-20_old.svg,Return,ROE,0.05,0.048954346637506835,0.05,yes,0.048954346637506835,0.05,yes,no,author_data_deterministic_replay
COR-0455,hc_1m_existing,hc_1m_16-20_old.svg,Return,FCF,-0.08,-0.07530071077091306,-0.08,yes,-0.07530071077091306,-0.08,yes,no,author_data_deterministic_replay
COR-0456,hc_1m_existing,hc_1m_16-20_old.svg,Return,P/CF,0.15,0.14774466921815194,0.15,yes,0.14774466921815194,0.15,yes,no,author_data_deterministic_replay
COR-0457,hc_1m_existing,hc_1m_16-20_old.svg,Return,EBITDA,0.18,0.17609349371241118,0.18,yes,0.17609349371241118,0.18,yes,no,author_data_deterministic_replay
COR-0458,hc_1m_existing,hc_1m_16-20_old.svg,Return,GM,0.03,0.029230453799890643,0.03,yes,0.029230453799890643,0.03,yes,no,author_data_deterministic_replay
COR-0459,hc_1m_existing,hc_1m_16-20_old.svg,Return,NM,0.08,0.08276380535811918,0.08,yes,0.08276380535811918,0.08,yes,no,author_data_deterministic_replay
COR-0460,hc_1m_existing,hc_1m_16-20_old.svg,Return,SPS,-0.07,-0.06638190267905955,-0.07,yes,-0.06638190267905955,-0.07,yes,no,author_data_deterministic_replay
COR-0461,hc_1m_existing,hc_1m_16-20_old.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0462,hc_1m_new,hc_1m_16-20_new.svg,PVS,PVS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0463,hc_1m_new,hc_1m_16-20_new.svg,PVS,RAPS,0.98,0.9762233460907597,0.98,yes,1.0,1.00,no,no,author_data_deterministic_replay
COR-0464,hc_1m_new,hc_1m_16-20_new.svg,PVS,EVC,0.11,0.11243849097867685,0.11,yes,0.11243849097867685,0.11,yes,no,author_data_deterministic_replay
COR-0465,hc_1m_new,hc_1m_16-20_new.svg,PVS,VEC,-0.06,-0.06035401858939309,-0.06,yes,-0.06035401858939309,-0.06,yes,no,author_data_deterministic_replay
COR-0466,hc_1m_new,hc_1m_16-20_new.svg,PVS,PLF,0.82,0.8182955166757792,0.82,yes,0.8182955166757792,0.82,yes,no,author_data_deterministic_replay
COR-0467,hc_1m_new,hc_1m_16-20_new.svg,PVS,IQS,0.66,0.6550369054127937,0.66,yes,0.6550369054127937,0.66,yes,no,author_data_deterministic_replay
COR-0468,hc_1m_new,hc_1m_16-20_new.svg,PVS,Return,0.00,0.00010934937124111334,0.00,yes,0.00010934937124111334,0.00,yes,no,author_data_deterministic_replay
COR-0469,hc_1m_new,hc_1m_16-20_new.svg,RAPS,PVS,0.98,0.9762233460907597,0.98,yes,1.0,1.00,no,no,author_data_deterministic_replay
COR-0470,hc_1m_new,hc_1m_16-20_new.svg,RAPS,RAPS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0471,hc_1m_new,hc_1m_16-20_new.svg,RAPS,EVC,0.22,0.21621787862219788,0.22,yes,0.11243849097867685,0.11,no,no,author_data_deterministic_replay
