result_id,figure,source_svg,model,statistic,paper_vector_value,source_replay_value,replay_minus_paper,match_tolerance_1e-4,llm_regenerated,credit
BOX-165,hc_3m,HC_2016_2020_3M_step2.svg,PLF,whishi,0.4965995937485978,0.49659958647024516,-7.2783526428032985e-09,yes,no,author_data_deterministic_replay
BOX-166,hc_3m,HC_2016_2020_3M_step2.svg,IQS,q1,0.010131446013727063,0.010131446919687342,9.059602790184584e-10,yes,no,author_data_deterministic_replay
BOX-167,hc_3m,HC_2016_2020_3M_step2.svg,IQS,med,0.1919011028294899,0.19190110110541025,-1.7240796568174233e-09,yes,no,author_data_deterministic_replay
BOX-168,hc_3m,HC_2016_2020_3M_step2.svg,IQS,q3,0.3129359221715583,0.31293591767717055,-4.4943877508529795e-09,yes,no,author_data_deterministic_replay
BOX-169,hc_3m,HC_2016_2020_3M_step2.svg,IQS,whislo,-0.2998326318514928,-0.29983262931670174,2.534791043729001e-09,yes,no,author_data_deterministic_replay
BOX-170,hc_3m,HC_2016_2020_3M_step2.svg,IQS,whishi,0.5114200281279262,0.5114200237700165,-4.357909699770346e-09,yes,no,author_data_deterministic_replay
BOX-171,hc_3m,HC_2016_2020_3M_step2.svg,baseline,q1,0.06121451644461251,0.06121451622878929,-2.158232204063637e-10,yes,no,author_data_deterministic_replay
BOX-172,hc_3m,HC_2016_2020_3M_step2.svg,baseline,med,0.2338484128023255,0.23384841196224537,-8.400801165819871e-10,yes,no,author_data_deterministic_replay
BOX-173,hc_3m,HC_2016_2020_3M_step2.svg,baseline,q3,0.27577864392355145,0.2757786411432424,-2.780309038552531e-09,yes,no,author_data_deterministic_replay
BOX-174,hc_3m,HC_2016_2020_3M_step2.svg,baseline,whislo,-0.06556425859303006,-0.06556425887546125,-2.8243118954662805e-10,yes,no,author_data_deterministic_replay
BOX-175,hc_3m,HC_2016_2020_3M_step2.svg,baseline,whishi,0.528592392771476,0.5285923852309715,-7.540504443070972e-09,yes,no,author_data_deterministic_replay
BOX-176,en_1m,EN_2016_2020_1M_step2.svg,PVS,q1,-0.21595911353603525,-0.21595910403318497,9.502850284448527e-09,yes,no,author_data_deterministic_replay
BOX-177,en_1m,EN_2016_2020_1M_step2.svg,PVS,med,0.028397167474591534,0.02839717703511152,9.560519986795413e-09,yes,no,author_data_deterministic_replay
BOX-178,en_1m,EN_2016_2020_1M_step2.svg,PVS,q3,0.17216495303255774,0.17216496406340184,1.103084409925792e-08,yes,no,author_data_deterministic_replay
BOX-179,en_1m,EN_2016_2020_1M_step2.svg,PVS,whislo,-0.7925363887864565,-0.7925363857418133,3.0446432042197102e-09,yes,no,author_data_deterministic_replay
BOX-180,en_1m,EN_2016_2020_1M_step2.svg,PVS,whishi,0.6308516076983297,0.6308516190168025,1.1318472825649906e-08,yes,no,author_data_deterministic_replay
BOX-181,en_1m,EN_2016_2020_1M_step2.svg,RAPS,q1,-0.2327300326116939,-0.23273002497394207,7.637751819888905e-09,yes,no,author_data_deterministic_replay
BOX-182,en_1m,EN_2016_2020_1M_step2.svg,RAPS,med,-0.0035218499890043997,-0.003521841579845142,8.409159257816157e-09,yes,no,author_data_deterministic_replay
BOX-183,en_1m,EN_2016_2020_1M_step2.svg,RAPS,q3,0.17088850569277758,0.17088851088366327,5.190885693506786e-09,yes,no,author_data_deterministic_replay
BOX-184,en_1m,EN_2016_2020_1M_step2.svg,RAPS,whislo,-0.6648283885133865,-0.6648283893676434,-8.542568874503331e-10,yes,no,author_data_deterministic_replay
BOX-185,en_1m,EN_2016_2020_1M_step2.svg,RAPS,whishi,0.642210067251827,0.6422100755500546,8.29822754955245e-09,yes,no,author_data_deterministic_replay
BOX-186,en_1m,EN_2016_2020_1M_step2.svg,EVC,q1,-0.17155963028422172,-0.1715596222610431,8.023178621474614e-09,yes,no,author_data_deterministic_replay
BOX-187,en_1m,EN_2016_2020_1M_step2.svg,EVC,med,0.1415758917155221,0.14157589527271036,3.557188266167799e-09,yes,no,author_data_deterministic_replay
BOX-188,en_1m,EN_2016_2020_1M_step2.svg,EVC,q3,0.34374614421833516,0.34374615474787834,1.0529543181814205e-08,yes,no,author_data_deterministic_replay
BOX-189,en_1m,EN_2016_2020_1M_step2.svg,EVC,whislo,-0.6357550865541668,-0.6357550883192791,-1.765112278562242e-09,yes,no,author_data_deterministic_replay
BOX-190,en_1m,EN_2016_2020_1M_step2.svg,EVC,whishi,0.8656548093016074,0.8656548212392432,1.1937635768788368e-08,yes,no,author_data_deterministic_replay
BOX-191,en_1m,EN_2016_2020_1M_step2.svg,VEC,q1,-0.28747977157265225,-0.28747976737176717,4.200885084237882e-09,yes,no,author_data_deterministic_replay
BOX-192,en_1m,EN_2016_2020_1M_step2.svg,VEC,med,-0.005281712676312944,-0.0052817055642300215,7.112082922589025e-09,yes,no,author_data_deterministic_replay
BOX-193,en_1m,EN_2016_2020_1M_step2.svg,VEC,q3,0.14491644127684777,0.1449164523923422,1.111549441379367e-08,yes,no,author_data_deterministic_replay
BOX-194,en_1m,EN_2016_2020_1M_step2.svg,VEC,whislo,-0.8269566631824157,-0.8269566610397887,2.142626964740657e-09,yes,no,author_data_deterministic_replay
BOX-195,en_1m,EN_2016_2020_1M_step2.svg,VEC,whishi,0.5704907446551348,0.5704907531562984,8.501163550889146e-09,yes,no,author_data_deterministic_replay
BOX-196,en_1m,EN_2016_2020_1M_step2.svg,PLF,q1,-0.41114776075785797,-0.4111477568160877,3.94177029905407e-09,yes,no,author_data_deterministic_replay
BOX-197,en_1m,EN_2016_2020_1M_step2.svg,PLF,med,-0.051671784743233085,-0.05167177835540837,6.38782471362731e-09,yes,no,author_data_deterministic_replay
BOX-198,en_1m,EN_2016_2020_1M_step2.svg,PLF,q3,0.29121408300034335,0.2912140944507958,1.1450452475081363e-08,yes,no,author_data_deterministic_replay
BOX-199,en_1m,EN_2016_2020_1M_step2.svg,PLF,whislo,-0.8403051257519909,-0.8403051245473956,1.2045953123873687e-09,yes,no,author_data_deterministic_replay
BOX-200,en_1m,EN_2016_2020_1M_step2.svg,PLF,whishi,0.7584681009171902,0.7584681161056082,1.5188417967770818e-08,yes,no,author_data_deterministic_replay
BOX-201,en_1m,EN_2016_2020_1M_step2.svg,IQS,q1,-0.1762712905596755,-0.17627128904372918,1.5159463129243989e-09,yes,no,author_data_deterministic_replay
BOX-202,en_1m,EN_2016_2020_1M_step2.svg,IQS,med,0.02525696992427373,0.02525697518984149,5.265567759593637e-09,yes,no,author_data_deterministic_replay
BOX-203,en_1m,EN_2016_2020_1M_step2.svg,IQS,q3,0.2659407107032725,0.2659407219309886,1.1227716090189688e-08,yes,no,author_data_deterministic_replay
BOX-204,en_1m,EN_2016_2020_1M_step2.svg,IQS,whislo,-0.7151093202409053,-0.7151093175077676,2.7331377161488035e-09,yes,no,author_data_deterministic_replay
BOX-205,en_1m,EN_2016_2020_1M_step2.svg,IQS,whishi,0.9223379211248015,0.9223379335845258,1.2459724252344984e-08,yes,no,author_data_deterministic_replay
BOX-206,en_1m,EN_2016_2020_1M_step2.svg,baseline,q1,-0.2354171014985822,-0.23541709829014607,3.2084361278883478e-09,yes,no,author_data_deterministic_replay
BOX-207,en_1m,EN_2016_2020_1M_step2.svg,baseline,med,0.047722362666325235,0.04772237262396095,9.957635715984736e-09,yes,no,author_data_deterministic_replay
BOX-208,en_1m,EN_2016_2020_1M_step2.svg,baseline,q3,0.2388829770789258,0.23888298326534468,6.1864188771743045e-09,yes,no,author_data_deterministic_replay
BOX-209,en_1m,EN_2016_2020_1M_step2.svg,baseline,whislo,-0.780162188690658,-0.7801621878615621,8.290959030432532e-10,yes,no,author_data_deterministic_replay
BOX-210,en_1m,EN_2016_2020_1M_step2.svg,baseline,whishi,0.5803634080339594,0.5803634220714579,1.4037498496932699e-08,yes,no,author_data_deterministic_replay
BOX-211,en_3m,EN_2016_2020_3M_step2.svg,PVS,q1,-0.2107008361122884,-0.2107008301240984,5.988189999417415e-09,yes,no,author_data_deterministic_replay
BOX-212,en_3m,EN_2016_2020_3M_step2.svg,PVS,med,0.1545927020992217,0.15459270309235357,9.931318545319812e-10,yes,no,author_data_deterministic_replay
BOX-213,en_3m,EN_2016_2020_3M_step2.svg,PVS,q3,0.3738032055093262,0.3738032103474137,4.8380874861919665e-09,yes,no,author_data_deterministic_replay
BOX-214,en_3m,EN_2016_2020_3M_step2.svg,PVS,whislo,-0.673488415811299,-0.6734884154779752,3.333238129954452e-10,yes,no,author_data_deterministic_replay
BOX-215,en_3m,EN_2016_2020_3M_step2.svg,PVS,whishi,0.6946036751920444,0.6946036788270578,3.635013401392939e-09,yes,no,author_data_deterministic_replay
BOX-216,en_3m,EN_2016_2020_3M_step2.svg,RAPS,q1,-0.20897420578526926,-0.20897420104664288,4.7386263801740824e-09,yes,no,author_data_deterministic_replay
BOX-217,en_3m,EN_2016_2020_3M_step2.svg,RAPS,med,0.09229471336812689,0.09229471919329257,5.825165683148725e-09,yes,no,author_data_deterministic_replay
BOX-218,en_3m,EN_2016_2020_3M_step2.svg,RAPS,q3,0.3778202799487409,0.37782028196030015,2.011559252501627e-09,yes,no,author_data_deterministic_replay
BOX-219,en_3m,EN_2016_2020_3M_step2.svg,RAPS,whislo,-0.6715326202558005,-0.6715326203709804,-1.1517986564513194e-10,yes,no,author_data_deterministic_replay
BOX-220,en_3m,EN_2016_2020_3M_step2.svg,RAPS,whishi,0.6432324812057947,0.6432324892708805,8.065085821407081e-09,yes,no,author_data_deterministic_replay
BOX-221,en_3m,EN_2016_2020_3M_step2.svg,EVC,q1,-0.1142160364977487,-0.11421603718764184,-6.898931426135846e-10,yes,no,author_data_deterministic_replay
BOX-222,en_3m,EN_2016_2020_3M_step2.svg,EVC,med,0.17832492368092678,0.17832492429053665,6.096098625896218e-10,yes,no,author_data_deterministic_replay
BOX-223,en_3m,EN_2016_2020_3M_step2.svg,EVC,q3,0.40376670920471913,0.4037667143783824,5.173663275570561e-09,yes,no,author_data_deterministic_replay
BOX-224,en_3m,EN_2016_2020_3M_step2.svg,EVC,whislo,-0.4460935170267015,-0.4460935130975854,3.9291161435528466e-09,yes,no,author_data_deterministic_replay
BOX-225,en_3m,EN_2016_2020_3M_step2.svg,EVC,whishi,0.6301078309061661,0.6301078344295059,3.5233398421041784e-09,yes,no,author_data_deterministic_replay
BOX-226,en_3m,EN_2016_2020_3M_step2.svg,VEC,q1,-0.19900717863364625,-0.19900717627534892,2.3582973351921055e-09,yes,no,author_data_deterministic_replay
BOX-227,en_3m,EN_2016_2020_3M_step2.svg,VEC,med,0.010360572213242714,0.010360574851779214,2.6385365003989136e-09,yes,no,author_data_deterministic_replay
BOX-228,en_3m,EN_2016_2020_3M_step2.svg,VEC,q3,0.3073575305442502,0.3073575344138392,3.869588982574612e-09,yes,no,author_data_deterministic_replay
BOX-229,en_3m,EN_2016_2020_3M_step2.svg,VEC,whislo,-0.6847990674428808,-0.68479906859812,-1.1552392376046328e-09,yes,no,author_data_deterministic_replay
BOX-230,en_3m,EN_2016_2020_3M_step2.svg,VEC,whishi,0.7556597234873301,0.7556597269205886,3.43325845530984e-09,yes,no,author_data_deterministic_replay
BOX-231,en_3m,EN_2016_2020_3M_step2.svg,PLF,q1,-0.062070024076444685,-0.06207002072800483,3.348439858719132e-09,yes,no,author_data_deterministic_replay
BOX-232,en_3m,EN_2016_2020_3M_step2.svg,PLF,med,0.18688188446931187,0.18688188787964066,3.4103287971376517e-09,yes,no,author_data_deterministic_replay
BOX-233,en_3m,EN_2016_2020_3M_step2.svg,PLF,q3,0.3830980480911117,0.3830980523790475,4.287935784219599e-09,yes,no,author_data_deterministic_replay
BOX-234,en_3m,EN_2016_2020_3M_step2.svg,PLF,whislo,-0.5943725685293053,-0.5943725696362101,-1.1069047900491569e-09,yes,no,author_data_deterministic_replay
BOX-235,en_3m,EN_2016_2020_3M_step2.svg,PLF,whishi,0.5497620185323759,0.5497620266842541,8.151878172490967e-09,yes,no,author_data_deterministic_replay
BOX-236,en_3m,EN_2016_2020_3M_step2.svg,IQS,q1,-0.2652824405021639,-0.26528244076428614,-2.621222683352187e-10,yes,no,author_data_deterministic_replay
BOX-237,en_3m,EN_2016_2020_3M_step2.svg,IQS,med,0.13456605923836373,0.13456606301817425,3.779810520132543e-09,yes,no,author_data_deterministic_replay
BOX-238,en_3m,EN_2016_2020_3M_step2.svg,IQS,q3,0.35400034049185547,0.3540003429074726,2.41561715075278e-09,yes,no,author_data_deterministic_replay
BOX-239,en_3m,EN_2016_2020_3M_step2.svg,IQS,whislo,-0.5757571166198285,-0.5757571167067914,-8.696288134046881e-11,yes,no,author_data_deterministic_replay
BOX-240,en_3m,EN_2016_2020_3M_step2.svg,IQS,whishi,0.5524940914480876,0.5524940941795693,2.7314817074852726e-09,yes,no,author_data_deterministic_replay
BOX-241,en_3m,EN_2016_2020_3M_step2.svg,baseline,q1,-0.1604987122895869,-0.16049871228503643,4.550471111031129e-12,yes,no,author_data_deterministic_replay
BOX-242,en_3m,EN_2016_2020_3M_step2.svg,baseline,med,0.09132499924869109,0.0913249999745252,7.258341150340186e-10,yes,no,author_data_deterministic_replay
BOX-243,en_3m,EN_2016_2020_3M_step2.svg,baseline,q3,0.3320637822323197,0.3320637864407948,4.208475123945732e-09,yes,no,author_data_deterministic_replay
BOX-244,en_3m,EN_2016_2020_3M_step2.svg,baseline,whislo,-0.6915361710668775,-0.6915361701080842,9.587932670029886e-10,yes,no,author_data_deterministic_replay
BOX-245,en_3m,EN_2016_2020_3M_step2.svg,baseline,whishi,0.8403352458043829,0.8403352514797404,5.675357517276325e-09,yes,no,author_data_deterministic_replay
