canonical_work_id,bibtex_key,title,year,source_name,candidate_id,paper_ref,proxy_formula,mapping_fidelity_tier,implementation_basis,replication_scope,source_evidence_status,mapping_support_note,central_omitted_components,benefit_of_doubt_implementation,negative_evidence_boundary,mapping_frozen_before_us_returns_inspected,independent_second_coder,capm_alpha_annualized,capm_alpha_t_hac,capm_p_value_two_sided,capm_holm_p_value,capm_positive,capm_nominal_positive,capm_holm_positive,ff3_alpha_annualized,ff3_alpha_t_hac,ff3_p_value_two_sided,ff3_holm_p_value,ff3_positive,ff3_nominal_positive,ff3_holm_positive,ff5_mom_alpha_annualized,ff5_mom_alpha_t_hac,ff5_mom_p_value_two_sided,ff5_mom_holm_p_value,ff5_mom_positive,ff5_mom_nominal_positive,ff5_mom_holm_positive,ff5_mom_jkp132_alpha_annualized,ff5_mom_jkp132_alpha_t_hac,ff5_mom_jkp132_p_value_two_sided,ff5_mom_jkp132_holm_p_value,ff5_mom_jkp132_positive,ff5_mom_jkp132_nominal_positive,ff5_mom_jkp132_holm_positive,strongest_benchmark_positive,strongest_benchmark_nominal_positive,strongest_benchmark_holm_positive,alpha_attenuation_ff3_to_jkp132,alpha_attenuation_ff5_mom_to_jkp132,closest_factor_id,closest_factor_column,closest_factor_correlation,closest_factor_absolute_correlation,closest_factor_common_months,closest_factor_common_start,closest_factor_common_end
CensusArxiv250800554,CensusArxiv250800554,ContestTrade: A Multi-Agent Trading System Based on Internal Contest Mechanism,2025,ContestTrade,contesttrade_internal_contest_trailing_sharpe,024 ContestTrade,past-36-month Sharpe winner with at least 24 months of history,M0_narrative_translation,in_spirit_reconstruction,mechanism_inspired_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0773747529447,2.17823053108,0.0293888781222,0.734721953056,True,True,False,0.0327917891056,0.982211933089,0.325995449933,1,True,False,False,0.0310878491411,0.917509357271,0.358875791844,1,True,False,False,0.0131616267266,0.427149290133,0.669270593764,1,True,False,False,ff5_mom_jkp132,capm,none,0.019630162379,0.0179262224145,prc,char__prc,0.486650770134,0.486650770134,246,2001-08-31,2022-01-31
CensusArxiv250806312,CensusArxiv250806312,Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading,2025,Chain-of-Alpha,paper_chain_of_alpha_formula_chain,013 Chain-of-Alpha,rank(ret_12_1)-rank(ret_1_0)+rank(rmax5_rvol_21d)+rank(turnover_126d)-rank(rvol_252d),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy_from_title_and_source_summary,paraphrased source rationale; no exact source text supports the complete tested formula,"Mapping is based on a title, source summary, or low-evidence repository description; exact ingredients are unsupported.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,-0.0519302980937,-1.22740845932,0.219669108524,1,False,False,False,-0.0938042686912,-2.6148192841,0.00892746767221,0.428518448266,False,False,False,-0.089159629234,-2.91796514698,0.00352323727929,0.169115389406,False,False,False,-0.0954461677202,-3.13776748799,0.00170239861954,0.085119930977,False,False,False,none,none,none,0.00164189902907,0.00628653848624,ret_12_1,char__ret_12_1,0.688975486449,0.688975486449,246,2001-08-31,2022-01-31
CensusArxiv250811152,CensusArxiv250811152,AlphaAgents: Large Language Model based Multi-Agents for Equity Portfolio Constructions,2025,AlphaAgents,alphaagents_risk_averse_quality_lowrisk,036 AlphaAgents,rank(qmj)+rank(ope_be)+rank(be_me)-rank(rvol_252d)-rank(beta_252d)-rank(debt_at),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.100294993872,1.53259822849,0.125374878256,1,True,False,False,0.0315521038576,0.626144484629,0.531220176479,1,True,False,False,0.0197826726041,0.440441618727,0.659617287313,1,True,False,False,-0.0510091797053,-1.55729232119,0.119401097704,1,False,False,False,ff5_mom,none,none,0.082561283563,0.0707918523094,rvol_21d,char__rvol_21d,-0.86915940123,0.86915940123,246,2001-08-31,2022-01-31
CensusArxiv250811152,CensusArxiv250811152,AlphaAgents: Large Language Model based Multi-Agents for Equity Portfolio Constructions,2025,AlphaAgents,alphaagents_risk_neutral_fundamental_momentum,036 AlphaAgents,rank(ret_12_1)+rank(sale_gr1)+rank(ope_be)+rank(be_me),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0235025143414,0.485022306007,0.627660522796,1,True,False,False,-0.0153155216199,-0.387218116174,0.698594739503,1,False,False,False,0.00652567953189,0.185089310087,0.85315898606,1,True,False,False,-0.0284525967956,-0.859621667821,0.389997626934,1,False,False,False,ff5_mom,none,none,0.0131370751757,0.0349782763275,ret_12_1,char__ret_12_1,0.714236453503,0.714236453503,246,2001-08-31,2022-01-31
CensusArxiv250905080,CensusArxiv250905080,MM-ARC: Multimodal Adaptive Routing of Capital with Robustness-Audited Strategy Pools,2025,MM-DREX,mm_drex_dynamic_router_proxy,032 MM-DREX,rank(ret_12_1)-rank(ret_1_0)+rank(rmax5_rvol_21d)-rank(rvol_21d)+rank(qmj_safety),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0849386890295,1.74742155749,0.0805642407638,1,True,False,False,0.00491766495993,0.122795394083,0.902269121647,1,True,False,False,0.0055022468784,0.181379046902,0.85607006425,1,True,False,False,-0.0560970951166,-2.31563604561,0.0205781490189,0.94659485487,False,False,False,ff5_mom,none,none,0.0610147600765,0.061599341995,betabab_1260d,char__betabab_1260d,-0.846188180997,0.846188180997,246,2001-08-31,2022-01-31
CensusArxiv250909995,CensusArxiv250909995,QuantHarness: Price-Driven Multi-Agent LLMs for High-Frequency Trading,2025,QuantAgent HFT,repo_quantagent_hft_price_pattern,025 QuantAgent HFT,rank(ret_1_0)+rank(ret_3_1)+rank(rmax1_21d)+rank(rmax5_rvol_21d)+rank(turnover_126d)-rank(bidaskhl_21d)-rank(rvol_21d),M0_narrative_translation,in_spirit_reconstruction,repo_in_spirit_proxy_monthly_hft_approximation,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,intraday frequency and microstructure execution; language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0477243939872,1.03545423909,0.300456826706,1,True,False,False,0.0120648177855,0.295960354923,0.76726035794,1,True,False,False,0.00689031853686,0.160273471659,0.872665655264,1,True,False,False,0.0233396639125,0.621510436005,0.534263830181,1,True,False,False,ff5_mom_jkp132,none,none,-0.011274846127,-0.0164493453756,ret_1_0,char__ret_1_0,0.689695229773,0.689695229773,246,2001-08-31,2022-01-31
CensusArxiv250911420,CensusArxiv250911420,Trading-R1: Financial Trading with LLM Reasoning via Reinforcement Learning,2025,Trading-R1,repo_trading_r1_risk_adjusted_reasoning,033 Trading-R1,rank(ret_3_1)+rank(ret_12_1)-rank(ret_1_0)+rank(qmj_safety)-rank(rvol_21d)-rank(rmax5_21d),M0_narrative_translation,in_spirit_reconstruction,repo_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.108588706603,2.63526003726,0.00840728477287,0.311069536596,True,True,False,0.0318589221405,0.860220857053,0.389667309598,1,True,False,False,0.0255893018776,0.755999728351,0.449649358575,1,True,False,False,-0.0566120398859,-2.02199266355,0.0431771097856,1,False,False,False,ff5_mom,capm,none,0.0884709620264,0.0822013417635,prc_highprc_252d,char__prc_highprc_252d,0.818489639408,0.818489639408,246,2001-08-31,2022-01-31
CensusArxiv251001664,CensusArxiv251001664,GuruAgents: Emulating Wise Investors with Prompt-Guided LLM Agents,2025,GuruAgents,guru_altman_distress_avoidance,042 GuruAgents,rank(ebitda_debt)+rank(cash_at)+rank(ni_me)-rank(debt_at)-rank(rvol_252d)-rank(betadown_252d),M1_named_rule_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"Named-investor screens support broad ingredients, but the exact JKP score and weights are researcher translations.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.12836200594,2.39223827872,0.0167459666577,0.494271687887,True,True,False,0.0575993143421,1.20761127441,0.22719682047,1,True,False,False,0.0420355523599,0.956416385533,0.33886190965,1,True,False,False,-0.0282006121179,-0.964972597412,0.334558537165,1,False,False,False,ff5_mom,capm,none,0.0857999264599,0.0702361644778,betabab_1260d,char__betabab_1260d,-0.822643457917,0.822643457917,246,2001-08-31,2022-01-31
CensusArxiv251001664,CensusArxiv251001664,GuruAgents: Emulating Wise Investors with Prompt-Guided LLM Agents,2025,GuruAgents,guru_buffett_quality_compounder,042 GuruAgents,rank(qmj)+rank(qmj_growth)+rank(qmj_prof)+rank(ope_be)+rank(gp_me)-rank(debt_at),M1_named_rule_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"Named-investor screens support broad ingredients, but the exact JKP score and weights are researcher translations.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.0991040685356,2.10291485608,0.0354732129572,0.851357110973,True,True,False,0.0498836152316,1.36130224214,0.173418194735,1,True,False,False,0.0392920094314,1.17046993247,0.241811907275,1,True,False,False,0.0188861810022,0.587679607824,0.556747365635,1,True,False,False,ff5_mom_jkp132,capm,none,0.0309974342294,0.0204058284293,qmj_prof,char__qmj_prof,0.680169137105,0.680169137105,246,2001-08-31,2022-01-31
CensusArxiv251001664,CensusArxiv251001664,GuruAgents: Emulating Wise Investors with Prompt-Guided LLM Agents,2025,GuruAgents,guru_equal_weight_style_ensemble,042 GuruAgents,"average Graham, Buffett, Greenblatt, Piotroski, Altman proxy scores",M1_named_rule_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"Named-investor screens support broad ingredients, but the exact JKP score and weights are researcher translations.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.0855801767892,1.48986277655,0.136260320724,1,True,False,False,0.0312281990673,0.726011895234,0.467831478361,1,True,False,False,0.0287600646931,0.770469754184,0.441021289831,1,True,False,False,-0.0165229105408,-0.538586585978,0.59017214538,1,False,False,False,ff5_mom,none,none,0.0477511096081,0.0452829752339,ivol_capm_252d,char__ivol_capm_252d,-0.758177219758,0.758177219758,246,2001-08-31,2022-01-31
CensusArxiv251001664,CensusArxiv251001664,GuruAgents: Emulating Wise Investors with Prompt-Guided LLM Agents,2025,GuruAgents,guru_graham_deep_value_defensive,042 GuruAgents,rank(be_me)+rank(cash_at)+rank(ope_be)-rank(debt_at)-rank(rvol_252d)-rank(beta_252d),M1_named_rule_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"Named-investor screens support broad ingredients, but the exact JKP score and weights are researcher translations.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.116344249527,1.68012662762,0.0929326811032,1,True,False,False,0.0489986330298,0.870301633734,0.384135586361,1,True,False,False,0.020895314408,0.429443206593,0.667600716329,1,True,False,False,-0.045980145285,-1.22724088203,0.219732067946,1,False,False,False,ff5_mom,none,none,0.0949787783148,0.066875459693,rvol_21d,char__rvol_21d,-0.817229270881,0.817229270881,246,2001-08-31,2022-01-31
CensusArxiv251001664,CensusArxiv251001664,GuruAgents: Emulating Wise Investors with Prompt-Guided LLM Agents,2025,GuruAgents,guru_greenblatt_magic_formula,042 GuruAgents,rank(ebit_mev)+rank(ope_be)+rank(gp_mev)+rank(be_me),M1_named_rule_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"Named-investor screens support broad ingredients, but the exact JKP score and weights are researcher translations.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,-0.0660991219896,-0.987486295684,0.323404297943,1,False,False,False,-0.0249547588526,-0.73495499678,0.462366902444,1,False,False,False,-0.0381277733075,-1.22878609483,0.219152016354,1,False,False,False,-0.0621676502912,-2.42324368878,0.0153826040274,0.722982389287,False,False,False,none,none,none,0.0372128914386,0.0240398769837,ebitda_mev,char__ebitda_mev,0.82909016599,0.82909016599,246,2001-08-31,2022-01-31
CensusArxiv251001664,CensusArxiv251001664,GuruAgents: Emulating Wise Investors with Prompt-Guided LLM Agents,2025,GuruAgents,guru_piotroski_fscore_proxy,042 GuruAgents,rank(ni_me)+rank(ocf_me)-rank(oaccruals_at)-rank(debt_gr1)-rank(eqnetis_me)+rank(at_turnover)+rank(sale_gr1),M1_named_rule_partial_support,source_grounded_paper_component,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,"Named-investor screens support broad ingredients, but the exact JKP score and weights are researcher translations.",language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,"may evaluate the documented component only; not the native system, full paper, or original metric",no,no,0.00403586083621,0.119330513528,0.905013509911,1,True,False,False,-0.00658659253495,-0.219795581549,0.826030360909,1,False,False,False,0.00770036175811,0.260158051174,0.794741860683,1,True,False,False,-0.00763861749304,-0.270964966883,0.786417976961,1,False,False,False,ff5_mom,none,none,0.00105202495809,0.0153389792512,ocf_at,char__ocf_at,0.546024489895,0.546024489895,246,2001-08-31,2022-01-31
CensusArxiv251004643,CensusArxiv251004643,QuantAgents: Towards Multi-agent Financial System via Simulated Trading,2025,QuantAgents,paper_quantagents_risk_controlled_system,043 QuantAgents,rank(ret_12_1)+rank(qmj_safety)+rank(dolvol_126d)+rank(cash_at)-rank(rvol_252d)-rank(beta_252d)-rank(debt_at),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy_no_news_available,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,news/text/event inputs; language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.191147870898,3.61909684707,0.000295632991871,0.0138947506179,True,True,True,0.0813356762214,2.14577983362,0.031890548301,1,True,True,False,0.0672131058982,2.1703545543,0.0299799967622,1,True,True,False,0.00195491946808,0.0796286516374,0.936532606855,1,True,False,False,ff5_mom_jkp132,ff5_mom,capm,0.0793807567533,0.0652581864301,qmj_safety,char__qmj_safety,0.846283490906,0.846283490906,246,2001-08-31,2022-01-31
CensusArxiv251004787,CensusArxiv251004787,Trade in Minutes! Rationality-Driven Agentic System for Quantitative Financial Trading,2025,Trade in Minutes,paper_timi_minutes_technical_proxy,035 Trade in Minutes,rank(ret_1_0)+rank(ret_3_1)+rank(rmax1_21d)+rank(turnover_126d)-rank(rvol_21d)-rank(bidaskhl_21d),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy_monthly_minutes_approximation,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,intraday frequency and microstructure execution; language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0851136158577,1.78025657144,0.075033980943,1,True,False,False,0.0364486085574,0.830210661912,0.406419688149,1,True,False,False,0.0318982253983,0.706769059899,0.479710004928,1,True,False,False,0.0254158337246,0.639295689312,0.522630592216,1,True,False,False,ff5_mom_jkp132,none,none,0.0110327748328,0.00648239167368,ret_3_1,char__ret_3_1,0.654611361493,0.654611361493,246,2001-08-31,2022-01-31
CensusArxiv251023032,CensusArxiv251023032,P1GPT: a multi-agent LLM workflow module for multi-modal financial information analysis,2025,P1GPT,paper_p1gpt_structured_workflow,039 P1GPT,rank(ret_12_1)+rank(be_me)+rank(ope_be)+rank(sale_gr1)+rank(qmj_safety)-rank(rvol_252d)-rank(debt_at),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy_no_news_available,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,news/text/event inputs; language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.128868314262,2.3982031918,0.0164757229296,0.494271687887,True,True,False,0.053152033927,1.21315716127,0.225069739053,1,True,False,False,0.0515837517078,1.3475396572,0.177806490102,1,True,False,False,-0.0157603428844,-0.430286180527,0.666987478503,1,False,False,False,ff5_mom,capm,none,0.0689123768114,0.0673440945922,betabab_1260d,char__betabab_1260d,-0.798823589253,0.798823589253,246,2001-08-31,2022-01-31
CensusArxiv251118850,CensusArxiv251118850,Cognitive Alpha Mining via LLM-Driven Code-Based Evolution,2025,CogAlpha,paper_cogalpha_code_evolved_hybrid,009 CogAlpha,rank(ret_12_1)+rank(ret_3_1)+rank(dolvol_126d)+rank(qmj)-rank(bidaskhl_21d)-rank(rvol_252d)-rank(turnover_var_126d),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.194000682997,4.01872256968,5.85145195711e-05,0.00286721145898,True,True,True,0.0851882198028,2.34806537639,0.0188712086792,0.886946807925,True,True,False,0.0776458931409,2.67450751597,0.0074839098672,0.351743763758,True,True,False,0.0128934467725,0.441614147346,0.658768444766,1,True,False,False,ff5_mom_jkp132,ff5_mom,capm,0.0722947730303,0.0647524463684,prc_highprc_252d,char__prc_highprc_252d,0.868212537973,0.868212537973,246,2001-08-31,2022-01-31
CensusArxiv251223515,CensusArxiv251223515,Alpha-R1: Alpha Screening with LLM Reasoning via Reinforcement Learning,2025,Alpha-R1,code_alpha_r1_reasoning_screen,017 Alpha-R1,rank(qmj)+rank(ope_be)+rank(ret_12_1)-rank(debt_at)-rank(rvol_252d),M0_narrative_translation,in_spirit_reconstruction,code_link_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.182047791934,3.00604924944,0.0026466612724,0.113806434713,True,True,False,0.0834323192682,1.93177678702,0.0533870623838,1,True,False,False,0.0749176080282,2.24838337229,0.0245517545333,1,True,True,False,0.0196425362349,0.582772076293,0.560046745122,1,True,False,False,ff5_mom_jkp132,ff5_mom,none,0.0637897830333,0.0552750717933,prc_highprc_252d,char__prc_highprc_252d,0.8400415231,0.8400415231,246,2001-08-31,2022-01-31
CensusArxiv260207085,CensusArxiv260207085,QuantaAlpha: An Evolutionary Framework for LLM-Driven Alpha Mining,2026,QuantaAlpha,code_quantaalpha_self_evolving_factor,004 QuantaAlpha,rank(ret_12_1)+rank(ope_be)+rank(gp_me)+rank(qmj)-rank(rvol_252d)-rank(debt_at),M0_narrative_translation,in_spirit_reconstruction,code_link_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.170267085295,3.29464887945,0.000985447278193,0.0443451275187,True,True,True,0.0851598209723,1.88030701551,0.0600662477323,1,True,False,False,0.0718824199472,2.07435769066,0.0380461036091,1,True,True,False,0.00771406872577,0.262736030405,0.792754043865,1,True,False,False,ff5_mom_jkp132,ff5_mom,capm,0.0774457522465,0.0641683512215,betabab_1260d,char__betabab_1260d,-0.835939730864,0.835939730864,246,2001-08-31,2022-01-31
CensusArxiv260214670,CensusArxiv260214670,FactorMiner: A Self-Evolving Agent with Skills and Experience Memory for Financial Alpha Discovery,2026,FactorMiner,paper_factorminer_memory_diverse_library,008 FactorMiner,rank(ret_12_1)+rank(be_me)+rank(ope_be)+rank(qmj_safety)+rank(at_turnover)-rank(rvol_252d)-rank(debt_at)-rank(eqnetis_me),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.120188157453,2.03750086241,0.0415998756077,0.956797138977,True,True,False,0.0474205012258,0.949188487836,0.342524755588,1,True,False,False,0.0392080489132,0.996051513497,0.319225116588,1,True,False,False,-0.0253861360329,-0.880963817101,0.378337404338,1,False,False,False,ff5_mom,capm,none,0.0728066372587,0.0645941849461,rvol_21d,char__rvol_21d,-0.816321149358,0.816321149358,246,2001-08-31,2022-01-31
CensusArxiv260219919,CensusArxiv260219919,Janus-Q: End-to-End Event-Driven Trading via Hierarchical-Gated Reward Modeling,2026,Janus-Q,paper_janus_q_event_driven_proxy,034 Janus-Q,rank(rmax5_rvol_21d)+rank(ret_1_0)+rank(turnover_126d)+rank(qmj_safety)-rank(rvol_21d)-rank(bidaskhl_21d),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy_no_news_events_available,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,news/text/event inputs; language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,0.0824843650141,1.57737113419,0.114710153332,1,True,False,False,0.00786406044661,0.167822146416,0.866723199275,1,True,False,False,-0.00144712406831,-0.0339050036146,0.972952903176,1,False,False,False,-0.038821080552,-1.35571368293,0.17519028416,1,False,False,False,ff3,none,none,0.0466851409986,0.0373739564837,betabab_1260d,char__betabab_1260d,-0.772084525414,0.772084525414,246,2001-08-31,2022-01-31
CensusArxiv260316365,CensusArxiv260316365,FactorEngine: A Program-level Knowledge-Infused Factor Mining Framework for Quantitative Investment,2026,FactorEngine,paper_factorengine_program_knowledge,020 FactorEngine,rank(be_me)+rank(ope_be)+rank(gp_me)+rank(ocf_me)-rank(oaccruals_at)-rank(debt_at)-rank(at_gr1),M0_narrative_translation,in_spirit_reconstruction,paper_in_spirit_proxy,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,-0.0654133989242,-1.04751360071,0.294862762685,1,False,False,False,-0.0278480737237,-0.875644898865,0.381223108794,1,False,False,False,-0.0383529759277,-1.26871312585,0.204543399265,1,False,False,False,-0.0562153456853,-2.0658065224,0.0388467519963,1,False,False,False,none,none,none,0.0283672719616,0.0178623697576,be_me,char__be_me,0.734347763594,0.734347763594,246,2001-08-31,2022-01-31
CensusArxiv260320247,CensusArxiv260320247,AlphaLogics: A Market Logic-Driven Multi-Agent System for Scalable and Interpretable Alpha Factor Generation,2026,AlphaLogics,alphalogics_value_quality_growth,015 AlphaLogics,rank(be_me)+rank(ope_be)+rank(gp_me)+rank(sale_gr1)-rank(debt_at),M0_narrative_translation,in_spirit_reconstruction,not_recorded,paraphrased source rationale; no exact source text supports the complete tested formula,The exact characteristics and signs are researcher-selected translations of narrative economic content.,language generation/search; memory/debate/tool use; native timing and execution,use the source-motivated score in its favorable direction and expose the full top-minus-bottom decile spread with one unit notional per leg; report gross and cost-adjusted results,cannot count as evidence against the source; tests only the researcher's favorable economic translation,no,no,-0.0882820788528,-1.52945985956,0.126150482756,1,False,False,False,-0.0750362686824,-1.51475924129,0.129833385811,1,False,False,False,-0.0620460334471,-1.28862884492,0.197527150439,1,False,False,False,-0.0917336148135,-2.4699400227,0.0135135707221,0.64865139466,False,False,False,none,none,none,0.0166973461311,0.0296875813664,ebitda_mev,char__ebitda_mev,0.560540375317,0.560540375317,246,2001-08-31,2022-01-31
