paper_table,experiment,item,metric,display_cell_id,unique_measurement_id,paper_value,native_reproduced_value,status,paper_result_credit
Table 2 single-asset comparison / part 2,regular_single,GOOG/B&H,CR_pct,regular_single/GOOG/B&H/CR_pct,regular_single/GOOG/B&H/CR_pct,22.420,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/B&H,SR,regular_single/GOOG/B&H/SR,regular_single/GOOG/B&H/SR,0.891,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/B&H,MDD_pct,regular_single/GOOG/B&H/MDD_pct,regular_single/GOOG/B&H/MDD_pct,21.191,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinCon,CR_pct,regular_single/GOOG/FinCon/CR_pct,regular_single/GOOG/FinCon/CR_pct,25.077,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinCon,SR,regular_single/GOOG/FinCon/SR,regular_single/GOOG/FinCon/SR,1.052,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinCon,MDD_pct,regular_single/GOOG/FinCon/MDD_pct,regular_single/GOOG/FinCon/MDD_pct,17.530,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/GA,CR_pct,regular_single/GOOG/GA/CR_pct,regular_single/GOOG/GA/CR_pct,-1.515,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/GA,SR,regular_single/GOOG/GA/SR,regular_single/GOOG/GA/SR,-0.192,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/GA,MDD_pct,regular_single/GOOG/GA/MDD_pct,regular_single/GOOG/GA/MDD_pct,8.210,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinGPT,CR_pct,regular_single/GOOG/FinGPT/CR_pct,regular_single/GOOG/FinGPT/CR_pct,0.242,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinGPT,SR,regular_single/GOOG/FinGPT/SR,regular_single/GOOG/FinGPT/SR,0.011,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinGPT,MDD_pct,regular_single/GOOG/FinGPT/MDD_pct,regular_single/GOOG/FinGPT/MDD_pct,26.984,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinMem,CR_pct,regular_single/GOOG/FinMem/CR_pct,regular_single/GOOG/FinMem/CR_pct,0.311,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinMem,SR,regular_single/GOOG/FinMem/SR,regular_single/GOOG/FinMem/SR,0.018,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinMem,MDD_pct,regular_single/GOOG/FinMem/MDD_pct,regular_single/GOOG/FinMem/MDD_pct,21.503,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinAgent,CR_pct,regular_single/GOOG/FinAgent/CR_pct,regular_single/GOOG/FinAgent/CR_pct,-7.440,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinAgent,SR,regular_single/GOOG/FinAgent/SR,regular_single/GOOG/FinAgent/SR,-1.024,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/FinAgent,MDD_pct,regular_single/GOOG/FinAgent/MDD_pct,regular_single/GOOG/FinAgent/MDD_pct,10.360,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/A2C,CR_pct,regular_single/GOOG/A2C/CR_pct,regular_single/GOOG/A2C/CR_pct,8.562,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/A2C,SR,regular_single/GOOG/A2C/SR,regular_single/GOOG/A2C/SR,0.340,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/A2C,MDD_pct,regular_single/GOOG/A2C/MDD_pct,regular_single/GOOG/A2C/MDD_pct,21.191,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/PPO,CR_pct,regular_single/GOOG/PPO/CR_pct,regular_single/GOOG/PPO/CR_pct,2.434,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/PPO,SR,regular_single/GOOG/PPO/SR,regular_single/GOOG/PPO/SR,0.097,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/PPO,MDD_pct,regular_single/GOOG/PPO/MDD_pct,regular_single/GOOG/PPO/MDD_pct,25.202,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/DQN,CR_pct,regular_single/GOOG/DQN/CR_pct,regular_single/GOOG/DQN/CR_pct,20.690,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/DQN,SR,regular_single/GOOG/DQN/SR,regular_single/GOOG/DQN/SR,0.822,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,GOOG/DQN,MDD_pct,regular_single/GOOG/DQN/MDD_pct,regular_single/GOOG/DQN/MDD_pct,21.191,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/B&H,CR_pct,regular_single/NFLX/B&H/CR_pct,regular_single/NFLX/B&H/CR_pct,57.338,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/B&H,SR,regular_single/NFLX/B&H/SR,regular_single/NFLX/B&H/SR,1.794,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/B&H,MDD_pct,regular_single/NFLX/B&H/MDD_pct,regular_single/NFLX/B&H/MDD_pct,20.926,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinCon,CR_pct,regular_single/NFLX/FinCon/CR_pct,regular_single/NFLX/FinCon/CR_pct,69.239,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinCon,SR,regular_single/NFLX/FinCon/SR,regular_single/NFLX/FinCon/SR,2.370,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinCon,MDD_pct,regular_single/NFLX/FinCon/MDD_pct,regular_single/NFLX/FinCon/MDD_pct,20.792,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/GA,CR_pct,regular_single/NFLX/GA/CR_pct,regular_single/NFLX/GA/CR_pct,41.770,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/GA,SR,regular_single/NFLX/GA/SR,regular_single/NFLX/GA/SR,1.485,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/GA,MDD_pct,regular_single/NFLX/GA/MDD_pct,regular_single/NFLX/GA/MDD_pct,20.926,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinGPT,CR_pct,regular_single/NFLX/FinGPT/CR_pct,regular_single/NFLX/FinGPT/CR_pct,11.925,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinGPT,SR,regular_single/NFLX/FinGPT/SR,regular_single/NFLX/FinGPT/SR,0.472,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinGPT,MDD_pct,regular_single/NFLX/FinGPT/MDD_pct,regular_single/NFLX/FinGPT/MDD_pct,20.201,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinMem,CR_pct,regular_single/NFLX/FinMem/CR_pct,regular_single/NFLX/FinMem/CR_pct,-10.306,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinMem,SR,regular_single/NFLX/FinMem/SR,regular_single/NFLX/FinMem/SR,-0.478,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinMem,MDD_pct,regular_single/NFLX/FinMem/MDD_pct,regular_single/NFLX/FinMem/MDD_pct,27.692,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinAgent,CR_pct,regular_single/NFLX/FinAgent/CR_pct,regular_single/NFLX/FinAgent/CR_pct,61.303,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinAgent,SR,regular_single/NFLX/FinAgent/SR,regular_single/NFLX/FinAgent/SR,1.960,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/FinAgent,MDD_pct,regular_single/NFLX/FinAgent/MDD_pct,regular_single/NFLX/FinAgent/MDD_pct,20.926,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/A2C,CR_pct,regular_single/NFLX/A2C/CR_pct,regular_single/NFLX/A2C/CR_pct,-8.176,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/A2C,SR,regular_single/NFLX/A2C/SR,regular_single/NFLX/A2C/SR,-0.258,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/A2C,MDD_pct,regular_single/NFLX/A2C/MDD_pct,regular_single/NFLX/A2C/MDD_pct,49.579,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/PPO,CR_pct,regular_single/NFLX/PPO/CR_pct,regular_single/NFLX/PPO/CR_pct,-33.144,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/PPO,SR,regular_single/NFLX/PPO/SR,regular_single/NFLX/PPO/SR,-1.049,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/PPO,MDD_pct,regular_single/NFLX/PPO/MDD_pct,regular_single/NFLX/PPO/MDD_pct,33.377,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/DQN,CR_pct,regular_single/NFLX/DQN/CR_pct,regular_single/NFLX/DQN/CR_pct,21.753,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/DQN,SR,regular_single/NFLX/DQN/SR,regular_single/NFLX/DQN/SR,0.687,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,NFLX/DQN,MDD_pct,regular_single/NFLX/DQN/MDD_pct,regular_single/NFLX/DQN/MDD_pct,39.733,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/B&H,CR_pct,regular_single/COIN/B&H/CR_pct,regular_single/COIN/B&H/CR_pct,-21.756,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/B&H,SR,regular_single/COIN/B&H/SR,regular_single/COIN/B&H/SR,-0.311,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/B&H,MDD_pct,regular_single/COIN/B&H/MDD_pct,regular_single/COIN/B&H/MDD_pct,60.187,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinCon,CR_pct,regular_single/COIN/FinCon/CR_pct,regular_single/COIN/FinCon/CR_pct,57.045,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinCon,SR,regular_single/COIN/FinCon/SR,regular_single/COIN/FinCon/SR,0.825,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinCon,MDD_pct,regular_single/COIN/FinCon/MDD_pct,regular_single/COIN/FinCon/MDD_pct,42.679,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/GA,CR_pct,regular_single/COIN/GA/CR_pct,regular_single/COIN/GA/CR_pct,19.271,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/GA,SR,regular_single/COIN/GA/SR,regular_single/COIN/GA/SR,0.277,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/GA,MDD_pct,regular_single/COIN/GA/MDD_pct,regular_single/COIN/GA/MDD_pct,67.532,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinGPT,CR_pct,regular_single/COIN/FinGPT/CR_pct,regular_single/COIN/FinGPT/CR_pct,-99.553,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinGPT,SR,regular_single/COIN/FinGPT/SR,regular_single/COIN/FinGPT/SR,-1.807,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinGPT,MDD_pct,regular_single/COIN/FinGPT/MDD_pct,regular_single/COIN/FinGPT/MDD_pct,74.967,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinMem,CR_pct,regular_single/COIN/FinMem/CR_pct,regular_single/COIN/FinMem/CR_pct,0.811,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinMem,SR,regular_single/COIN/FinMem/SR,regular_single/COIN/FinMem/SR,0.017,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinMem,MDD_pct,regular_single/COIN/FinMem/MDD_pct,regular_single/COIN/FinMem/MDD_pct,50.390,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinAgent,CR_pct,regular_single/COIN/FinAgent/CR_pct,regular_single/COIN/FinAgent/CR_pct,-5.971,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinAgent,SR,regular_single/COIN/FinAgent/SR,regular_single/COIN/FinAgent/SR,-0.106,,not_reproduced_official_code_and_data_not_released,False
Table 2 single-asset comparison / part 2,regular_single,COIN/FinAgent,MDD_pct,regular_single/COIN/FinAgent/MDD_pct,regular_single/COIN/FinAgent/MDD_pct,56.882,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/FinCon",CR_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/CR_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/CR_pct",113.836,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/FinCon",SR,"regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/SR","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/SR",3.269,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/FinCon",MDD_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/MDD_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/MDD_pct",16.163,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/Markowitz MV",CR_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/Markowitz MV/CR_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/Markowitz MV/CR_pct",12.636,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/Markowitz MV",SR,"regular_portfolio/P1 (TSLA, MSFT, PFE)/Markowitz MV/SR","regular_portfolio/P1 (TSLA, MSFT, PFE)/Markowitz MV/SR",0.614,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/Markowitz MV",MDD_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/Markowitz MV/MDD_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/Markowitz MV/MDD_pct",17.842,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/FinRL-A2C",CR_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/FinRL-A2C/CR_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinRL-A2C/CR_pct",19.461,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/FinRL-A2C",SR,"regular_portfolio/P1 (TSLA, MSFT, PFE)/FinRL-A2C/SR","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinRL-A2C/SR",0.831,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/FinRL-A2C",MDD_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/FinRL-A2C/MDD_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinRL-A2C/MDD_pct",26.917,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF",CR_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF/CR_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF/CR_pct",9.344,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF",SR,"regular_portfolio/P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF/SR","regular_portfolio/P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF/SR",0.492,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF",MDD_pct,"regular_portfolio/P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF/MDD_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/Equal-Weighted ETF/MDD_pct",21.223,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/FinCon",CR_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/FinCon/CR_pct","regular_portfolio/P2 (AMZN, GM, LLY)/FinCon/CR_pct",32.922,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/FinCon",SR,"regular_portfolio/P2 (AMZN, GM, LLY)/FinCon/SR","regular_portfolio/P2 (AMZN, GM, LLY)/FinCon/SR",1.371,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/FinCon",MDD_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/FinCon/MDD_pct","regular_portfolio/P2 (AMZN, GM, LLY)/FinCon/MDD_pct",21.502,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/Markowitz MV",CR_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/Markowitz MV/CR_pct","regular_portfolio/P2 (AMZN, GM, LLY)/Markowitz MV/CR_pct",10.289,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/Markowitz MV",SR,"regular_portfolio/P2 (AMZN, GM, LLY)/Markowitz MV/SR","regular_portfolio/P2 (AMZN, GM, LLY)/Markowitz MV/SR",0.540,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/Markowitz MV",MDD_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/Markowitz MV/MDD_pct","regular_portfolio/P2 (AMZN, GM, LLY)/Markowitz MV/MDD_pct",25.099,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/FinRL-A2C",CR_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/FinRL-A2C/CR_pct","regular_portfolio/P2 (AMZN, GM, LLY)/FinRL-A2C/CR_pct",11.589,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/FinRL-A2C",SR,"regular_portfolio/P2 (AMZN, GM, LLY)/FinRL-A2C/SR","regular_portfolio/P2 (AMZN, GM, LLY)/FinRL-A2C/SR",0.649,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/FinRL-A2C",MDD_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/FinRL-A2C/MDD_pct","regular_portfolio/P2 (AMZN, GM, LLY)/FinRL-A2C/MDD_pct",15.787,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/Equal-Weighted ETF",CR_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/Equal-Weighted ETF/CR_pct","regular_portfolio/P2 (AMZN, GM, LLY)/Equal-Weighted ETF/CR_pct",15.061,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/Equal-Weighted ETF",SR,"regular_portfolio/P2 (AMZN, GM, LLY)/Equal-Weighted ETF/SR","regular_portfolio/P2 (AMZN, GM, LLY)/Equal-Weighted ETF/SR",0.867,,not_reproduced_official_code_and_data_not_released,False
Table 3 portfolio comparison,regular_portfolio,"P2 (AMZN, GM, LLY)/Equal-Weighted ETF",MDD_pct,"regular_portfolio/P2 (AMZN, GM, LLY)/Equal-Weighted ETF/MDD_pct","regular_portfolio/P2 (AMZN, GM, LLY)/Equal-Weighted ETF/MDD_pct",14.662,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,GOOG/with,CR_pct,ablation_cvar/GOOG/with/CR_pct,regular_single/GOOG/FinCon/CR_pct,25.077,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,GOOG/with,SR,ablation_cvar/GOOG/with/SR,regular_single/GOOG/FinCon/SR,1.052,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,GOOG/with,MDD_pct,ablation_cvar/GOOG/with/MDD_pct,regular_single/GOOG/FinCon/MDD_pct,17.530,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,GOOG/without,CR_pct,ablation_cvar/GOOG/without/CR_pct,ablation_cvar/GOOG/without/CR_pct,-1.461,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,GOOG/without,SR,ablation_cvar/GOOG/without/SR,ablation_cvar/GOOG/without/SR,-0.006,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,GOOG/without,MDD_pct,ablation_cvar/GOOG/without/MDD_pct,ablation_cvar/GOOG/without/MDD_pct,27.079,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,NIO/with,CR_pct,ablation_cvar/NIO/with/CR_pct,regular_single/NIO/FinCon/CR_pct,17.461,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,NIO/with,SR,ablation_cvar/NIO/with/SR,regular_single/NIO/FinCon/SR,0.335,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,NIO/with,MDD_pct,ablation_cvar/NIO/with/MDD_pct,regular_single/NIO/FinCon/MDD_pct,40.647,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,NIO/without,CR_pct,ablation_cvar/NIO/without/CR_pct,ablation_cvar/NIO/without/CR_pct,-52.887,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,NIO/without,SR,ablation_cvar/NIO/without/SR,ablation_cvar/NIO/without/SR,-1.002,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,NIO/without,MDD_pct,ablation_cvar/NIO/without/MDD_pct,ablation_cvar/NIO/without/MDD_pct,70.243,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,"P1 (TSLA, MSFT, PFE)/with",CR_pct,"ablation_cvar/P1 (TSLA, MSFT, PFE)/with/CR_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/CR_pct",113.836,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,"P1 (TSLA, MSFT, PFE)/with",SR,"ablation_cvar/P1 (TSLA, MSFT, PFE)/with/SR","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/SR",3.269,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,"P1 (TSLA, MSFT, PFE)/with",MDD_pct,"ablation_cvar/P1 (TSLA, MSFT, PFE)/with/MDD_pct","regular_portfolio/P1 (TSLA, MSFT, PFE)/FinCon/MDD_pct",16.163,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,"P1 (TSLA, MSFT, PFE)/without",CR_pct,"ablation_cvar/P1 (TSLA, MSFT, PFE)/without/CR_pct","ablation_cvar/P1 (TSLA, MSFT, PFE)/without/CR_pct",14.699,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,"P1 (TSLA, MSFT, PFE)/without",SR,"ablation_cvar/P1 (TSLA, MSFT, PFE)/without/SR","ablation_cvar/P1 (TSLA, MSFT, PFE)/without/SR",1.142,,not_reproduced_official_code_and_data_not_released,False
Table 4 CVaR ablation,ablation_cvar,"P1 (TSLA, MSFT, PFE)/without",MDD_pct,"ablation_cvar/P1 (TSLA, MSFT, PFE)/without/MDD_pct","ablation_cvar/P1 (TSLA, MSFT, PFE)/without/MDD_pct",17.511,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,GOOG/with,CR_pct,ablation_belief/GOOG/with/CR_pct,regular_single/GOOG/FinCon/CR_pct,25.077,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,GOOG/with,SR,ablation_belief/GOOG/with/SR,regular_single/GOOG/FinCon/SR,1.052,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,GOOG/with,MDD_pct,ablation_belief/GOOG/with/MDD_pct,regular_single/GOOG/FinCon/MDD_pct,17.530,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,GOOG/without,CR_pct,ablation_belief/GOOG/without/CR_pct,ablation_belief/GOOG/without/CR_pct,-11.944,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,GOOG/without,SR,ablation_belief/GOOG/without/SR,ablation_belief/GOOG/without/SR,-0.496,,not_reproduced_official_code_and_data_not_released,False
Table 5 belief-update ablation,ablation_belief,GOOG/without,MDD_pct,ablation_belief/GOOG/without/MDD_pct,ablation_belief/GOOG/without/MDD_pct,29.309,,not_reproduced_official_code_and_data_not_released,False
