table_label,row_index,row_label,quantitative_column_index,printed_cell,unit_definition,source_document_recovered,raw_result_record_recovered,author_native_experiment_executed,published_result_regenerated,paper_result_credit,blocking_reason
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,9,70.30,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,10,2.01,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,11,0.01,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,12,22.30,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,13,-3.63,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,14,-0.04,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,10,\Xhline2\arrayrulewidth FinGPT,15,17.00,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,1,-74.31,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,2,-0.89,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,3,85.65,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,4,-78.00,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,5,-1.09,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,6,71.50,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,7,-49.64,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,8,-0.53,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,9,61.20,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,10,1.12,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,11,0.02,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,12,21.50,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,13,-2.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,14,-0.03,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,11,FinAgent,15,17.50,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,1,-44.03,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,2,-0.52,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,3,72.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,4,-45.88,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,5,-0.54,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,6,47.80,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,7,-41.21,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,8,-0.36,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,9,66.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,10,0.41,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,11,0.05,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,12,25.20,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,13,0.13,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,14,0.01,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,12,FINMEM,15,19.20,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,1,7.76,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,2,0.38,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,3,59.13,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,4,-16.02,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,5,-0.13,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,6,29.03,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,7,-3.30,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,8,-0.02,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,9,54.77,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,10,7.92,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,11,0.63,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,12,20.70,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,13,7.35,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,14,1.03,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,13,FINCON,15,15.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,1,54.99,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,2,0.67,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,3,42.34,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,4,60.28,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,5,0.69,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,6,18.44,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,7,52.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,8,0.64,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,9,36.92,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,10,16.85,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,11,0.87,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,12,20.05,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,13,14.74,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,14,0.92,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:model_comparison,14,\Xhline2\arrayrulewidth \rowcolormypurple!20 FinRS,15,14.05,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,4,39.19,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,5,0.45,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,6,82.89,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,7,45.96,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,8,0.49,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,9,36.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,10,36.98,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,11,0.43,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,3,\checkmark | \checkmark | \checkmark,12,73.71,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,4,41.57,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,5,0.49,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,6,48.78,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,7,48.57,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,8,0.54,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,9,21.24,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,10,39.38,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,11,0.50,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,4,\checkmark | \checkmark | \checkmark,12,41.76,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,4,45.41,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,5,0.53,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,6,55.40,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,7,52.78,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,8,0.60,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,9,24.13,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,10,43.67,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,11,0.55,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,5,\checkmark | \checkmark | \checkmark,12,49.53,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,4,48.68,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,5,0.59,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,6,59.07,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,7,57.36,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,8,0.66,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,9,25.73,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,10,47.24,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,11,0.60,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,6,\checkmark | \checkmark | \checkmark,12,51.50,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,4,54.99,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,5,0.67,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,6,42.34,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,7,60.28,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,8,0.69,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,9,18.44,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
tab:ablation_single,7,\checkmark | \checkmark | \checkmark | \checkmark,10,52.10,one populated displayed empirical quantitative table cell,True,False,False,False,False,"no author implementation, prompts, scaled-Kelly/CVaR definition, immutable inputs, model requests/responses, seeds, orders, fills, account path, raw arrays, or result generator"
